uid,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
4322,8,34,56,76,81,90,109,129,177,286
918,45,61,45,69,97,73,94,132,163,266
14814,7,31,53,62,75,87,91,145,176,319
13765,50,56,73,167,74,58,64,100,147,256
1143,14,29,36,50,67,54,68,121,225,381
10757,10,53,78,81,99,85,88,109,176,267
2030,23,41,53,61,91,94,100,135,170,277
16018,30,25,36,32,61,93,110,157,180,321
3799,16,53,57,171,82,75,73,106,143,269
4476,10,33,76,61,77,71,90,119,191,318
17836,32,60,79,60,81,80,83,123,156,291
2920,18,25,33,39,74,113,121,143,202,277
5946,64,51,58,172,87,75,51,92,142,253
12408,22,38,72,70,77,66,102,124,181,293
8346,2,40,45,48,63,55,80,137,232,344
19179,19,63,54,161,80,76,68,110,148,266
6916,7,26,36,41,45,66,106,132,193,394
2998,6,19,39,33,94,74,122,143,180,336
7906,32,47,62,67,81,95,92,123,186,260
11626,21,36,45,35,38,49,89,118,193,421
8257,15,61,68,50,86,66,68,117,212,302
539,30,61,46,38,81,81,83,132,188,305
13703,6,31,62,56,59,66,95,128,235,308
18892,57,46,50,65,73,71,95,119,165,304
18351,26,42,64,55,78,65,90,122,189,314
5961,40,29,37,142,52,48,79,116,184,318
12835,97,51,72,164,83,62,55,87,135,239
9378,25,43,58,56,92,94,84,123,173,297
19430,46,46,60,155,76,57,63,91,163,288
13635,52,28,48,153,86,71,96,116,152,243
6235,22,72,76,172,75,70,65,99,147,247
7740,54,54,72,58,80,96,79,129,155,268
549,17,37,67,60,87,82,98,142,176,279
4130,60,45,66,150,55,75,71,110,150,263
5951,89,69,71,48,63,70,66,104,164,301
1511,50,54,74,163,85,80,79,106,139,215
10143,18,45,48,52,90,85,82,130,166,329
1907,22,25,57,165,87,81,98,106,161,243
9461,22,31,50,171,70,86,84,111,142,278
17539,46,37,45,163,81,78,87,112,151,245
3381,23,22,34,54,55,64,88,144,201,360
13121,2,26,54,154,83,88,83,122,158,276
13374,3,27,51,31,46,70,82,144,218,374
14852,840,5,20,114,16,8,5,6,12,21
15189,21,38,41,43,92,62,70,116,207,355
15740,20,50,81,171,90,75,71,98,160,229
9928,51,90,66,51,76,66,81,105,178,281
2526,25,50,71,62,105,94,81,115,170,272
5593,32,42,50,55,75,50,78,109,203,351
5000,75,53,62,167,86,48,57,95,138,264
8150,11,12,18,25,49,70,100,117,188,455
1060,21,32,53,49,69,90,93,142,195,301
13977,21,45,56,53,73,77,103,127,183,307
17253,14,31,35,59,58,73,117,133,209,316
5030,15,46,58,173,102,86,85,99,151,230
9985,38,83,49,155,79,73,69,101,142,256
11092,45,39,62,175,83,83,87,113,131,227
16054,29,65,71,168,67,57,69,102,153,264
4857,23,32,48,61,99,92,106,127,171,286
12002,28,62,72,47,61,73,88,115,150,349
19403,9,21,38,55,72,84,84,145,198,340
4225,17,60,66,42,79,93,98,145,175,270
16437,90,70,67,47,88,73,71,115,147,277
1696,65,73,83,158,70,63,71,81,132,249
4818,11,27,56,161,83,77,88,120,166,256
12192,1,40,81,174,66,81,87,123,141,251
14530,15,34,30,38,79,71,77,155,203,343
10152,6,23,53,54,73,88,89,120,173,367
2072,14,46,50,75,110,84,99,119,172,276
17522,24,36,52,41,87,87,101,139,178,300
877,7,30,57,38,57,80,82,149,217,329
301,15,25,32,49,68,82,92,153,196,333
5330,27,29,51,161,67,90,95,107,161,257
17721,4,17,36,43,73,80,75,130,224,364
2682,57,47,36,130,38,41,78,121,171,326
11524,12,14,25,44,104,85,98,136,196,331
12571,2,26,61,58,82,91,102,119,203,302
3817,3,27,48,55,75,94,107,146,194,297
13100,4,18,45,148,67,74,73,127,187,303
18387,23,44,75,168,80,78,85,102,144,246
18721,38,35,46,51,79,84,85,140,189,298
12709,89,57,64,174,86,50,60,93,132,240
11211,18,51,74,73,91,99,93,119,162,265
4716,40,33,75,60,76,88,78,128,169,298
885,75,79,64,49,84,77,70,110,155,282
3877,12,25,43,56,75,94,96,135,179,330
13694,41,33,48,36,47,50,81,138,182,389
8317,7,36,28,39,54,75,101,144,189,373
19900,21,20,37,61,83,83,92,125,193,330
2133,12,17,54,166,81,98,81,112,153,271
6192,64,36,73,172,103,70,53,81,138,255
18482,40,44,42,36,88,65,105,144,191,290
1452,50,35,22,36,44,67,82,129,212,368
13348,6,47,80,48,77,77,88,130,191,302
6383,12,45,49,50,90,76,104,129,182,308
15258,4,17,30,47,81,92,106,144,191,334
15654,29,43,58,69,79,76,83,89,159,360
6455,26,40,58,54,77,88,103,123,176,300
4014,21,35,31,49,72,72,102,166,193,304
18801,12,45,54,173,65,72,116,106,147,255
3883,3,18,46,30,44,58,90,146,241,370
8743,57,17,20,22,52,64,86,159,194,374
299,16,36,79,69,109,84,82,136,159,275
14896,7,34,48,50,81,98,98,137,194,299
6542,4,13,28,34,40,91,102,115,208,411
18027,44,39,37,38,82,85,86,129,204,301
4668,27,38,50,53,101,101,91,127,186,271
4792,17,35,51,41,60,48,51,99,191,452
8243,14,63,75,160,83,86,78,102,135,249
13797,30,43,61,173,106,86,64,89,133,260
18550,10,23,37,47,74,68,103,116,184,384
3904,42,58,80,163,84,62,84,94,140,238
4367,51,68,60,161,88,87,77,95,123,235
14373,8,33,49,41,52,66,101,149,212,335
8521,9,34,54,172,103,94,79,104,152,245
11604,13,33,47,54,107,91,95,137,182,286
2465,30,45,37,31,52,59,84,124,190,393
5577,14,27,67,67,95,77,91,122,180,305
12365,1,9,30,48,62,75,103,122,207,389
12919,3,28,46,55,47,62,74,134,220,377
1634,39,62,69,46,68,94,74,119,175,299
19044,38,84,73,55,78,93,81,112,153,278
1767,23,43,69,61,80,85,90,121,185,288
18163,5,38,50,181,90,89,82,98,145,268
16164,26,53,43,69,87,87,96,121,182,281
12837,74,58,64,43,76,70,79,116,162,303
15799,20,35,44,59,79,101,102,132,186,287
10478,37,66,52,50,81,94,86,129,156,294
4456,10,16,28,47,62,82,76,164,201,360
1867,71,34,31,32,54,56,78,117,173,399
12760,15,45,66,77,87,81,89,113,192,280
11046,21,37,53,60,76,102,97,127,199,273
8382,27,48,69,53,82,100,97,120,172,277
7034,19,44,36,173,76,76,95,85,152,289
8984,19,42,40,34,66,73,83,147,179,362
10897,21,36,63,153,104,105,92,109,148,214
13468,4,34,42,33,35,61,71,101,254,411
17129,75,48,59,152,86,80,67,101,145,232
12632,16,37,49,39,89,81,82,145,208,299
16379,8,29,45,59,96,99,117,125,177,291
8281,32,31,44,148,73,60,81,116,173,287
5757,8,45,57,76,75,69,88,136,184,308
4209,19,59,66,54,87,107,83,121,158,291
15180,8,18,29,41,58,78,118,152,167,377
3297,41,34,38,149,55,63,96,115,168,286
172,15,28,57,154,73,88,98,117,164,251
661,33,39,53,48,86,93,91,122,173,307
18383,11,31,47,37,55,77,81,128,189,389
7396,10,13,24,156,44,70,84,121,206,318
5578,4,41,65,188,109,72,73,89,149,256
18668,47,50,53,57,88,61,70,134,183,302
14343,33,37,48,61,89,83,78,131,194,291
15748,9,12,33,158,75,95,110,140,161,253
16251,12,21,64,70,79,93,93,134,198,281
2897,103,68,51,165,73,53,58,79,132,263
19181,11,22,43,51,71,112,115,144,184,292
6614,31,45,45,56,84,91,102,125,168,298
7347,23,40,57,72,82,91,77,129,176,298
5880,14,44,41,154,83,79,69,104,166,291
13934,14,18,45,148,53,54,79,136,198,300
3206,29,60,65,58,73,86,94,110,176,294
19636,27,52,46,186,93,86,65,101,146,243
7108,14,45,66,170,82,94,74,96,159,245
10921,46,38,51,165,80,82,77,103,155,248
19806,0,11,29,43,71,76,91,106,165,453
11085,75,60,62,169,82,76,63,92,120,246
19929,20,42,69,47,101,91,83,137,164,291
15330,21,34,54,163,85,101,89,115,155,228
9896,2,13,45,49,70,85,102,120,204,356
13299,91,59,73,160,81,72,44,83,146,236
6570,32,43,29,38,76,79,98,174,184,292
11356,4,19,42,29,55,33,54,128,200,482
2882,16,35,47,55,70,68,105,131,188,330
14622,55,103,55,161,72,60,59,88,141,251
15696,29,27,34,26,56,66,105,159,246,297
12091,5,11,54,54,78,65,96,177,212,294
7098,38,59,60,159,89,74,82,100,145,239
376,34,21,35,35,59,74,77,132,191,387
1342,28,55,57,60,96,92,68,101,183,305
696,45,30,37,41,77,86,57,119,207,346
15625,42,16,46,167,59,71,74,106,162,302
6049,33,63,67,57,73,78,81,137,149,307
11979,84,67,71,150,86,79,62,82,138,226
6766,40,60,61,45,69,62,51,86,153,418
18284,16,44,52,68,79,107,97,108,179,295
4073,25,35,49,53,83,101,109,123,180,287
9662,27,54,60,59,90,69,71,105,174,336
5860,3,20,36,37,58,70,102,146,216,358
17618,39,64,78,44,85,66,65,119,174,311
6203,68,40,46,42,67,78,100,125,171,308
8587,12,26,32,39,58,84,102,161,205,326
19873,9,21,62,169,72,72,106,114,161,260
13327,18,42,48,161,95,84,64,107,157,269
4862,32,78,72,163,87,67,53,84,157,252
12013,11,45,59,68,99,101,89,136,172,265
15834,102,62,59,60,75,69,68,103,165,282
3123,20,28,34,43,70,91,109,144,181,325
10119,24,39,56,168,90,97,71,108,159,233
12805,28,42,58,82,82,87,85,129,163,289
19786,24,28,56,38,70,88,91,137,186,327
248,28,47,44,46,81,69,113,142,183,292
9720,3,10,33,48,59,62,104,143,214,371
7735,138,54,41,43,54,55,63,89,159,349
14703,13,16,32,68,92,85,93,134,170,342
10886,70,62,58,48,79,87,85,113,156,287
9559,17,42,45,153,70,83,80,112,178,265
19993,26,30,38,43,75,68,106,127,191,341
11647,47,86,56,166,92,78,57,90,136,237
8319,26,36,36,160,84,80,84,96,149,294
966,15,33,48,57,69,78,91,103,169,382
5207,25,42,37,161,93,86,88,112,154,247
5201,72,71,68,43,85,63,72,98,162,311
14316,4,12,11,44,65,66,129,154,222,339
19737,17,46,54,166,81,78,90,104,146,263
10128,7,21,46,157,82,102,97,122,158,254
6359,87,53,54,150,70,66,63,101,146,255
17871,44,36,54,50,75,76,74,110,202,324
9839,28,29,41,40,62,68,71,145,188,373
2715,30,40,58,165,84,76,79,99,150,264
15941,18,60,72,58,87,73,80,129,192,276
14234,9,41,51,175,80,83,86,133,153,235
15717,6,22,52,154,89,103,104,105,160,251
16271,7,25,43,48,70,92,109,128,196,328
9501,19,36,46,50,91,75,92,126,182,328
2596,5,22,33,49,74,70,101,178,198,316
9397,42,47,48,39,85,81,50,102,183,368
16036,20,35,83,168,85,70,80,117,151,236
3166,33,68,75,51,97,70,69,100,165,317
8845,17,39,54,56,74,91,100,120,165,329
17082,49,45,55,49,81,70,72,110,183,331
13540,8,31,47,44,80,82,80,128,191,355
11696,12,29,60,47,87,83,98,148,192,289
12321,8,19,39,43,67,104,110,129,199,328
4373,10,12,31,44,78,82,112,113,186,378
12561,14,37,48,56,80,83,114,140,178,295
17256,21,32,47,46,75,71,92,129,206,326
16784,9,36,53,53,96,75,101,156,189,278
4701,14,22,31,39,80,64,91,135,210,359
17511,48,32,64,170,90,79,73,105,150,234
8662,19,43,52,42,72,75,104,112,188,338
4973,0,17,31,58,69,91,88,151,193,347
18809,14,16,69,144,77,66,87,124,183,265
18086,71,43,46,58,86,83,81,122,160,295
3471,5,24,37,54,90,92,111,133,187,313
642,58,70,67,56,73,66,71,138,167,279
15096,24,52,56,158,83,85,87,104,149,247
17725,17,28,57,60,87,94,90,115,202,295
15352,66,73,45,47,66,87,78,113,157,313
16488,2,15,22,51,73,87,109,151,203,333
19020,5,17,53,166,104,86,85,118,154,258
14664,20,21,43,57,64,75,104,149,196,316
18116,22,63,41,148,67,59,75,111,168,291
19823,21,92,65,51,75,79,94,106,175,287
9863,6,34,46,166,86,75,100,110,186,237
2426,45,61,67,54,96,78,68,115,173,288
11865,7,41,49,167,65,62,86,113,161,295
7464,54,27,45,31,82,77,89,119,219,302
10415,15,32,36,152,55,54,100,99,179,323
14092,59,57,66,161,89,92,75,89,137,220
1184,12,27,50,47,87,82,116,151,178,295
11468,83,64,35,155,78,71,80,92,138,249
10638,61,44,43,49,75,84,95,123,161,310
11155,12,43,51,150,58,93,112,117,148,261
8674,37,24,35,165,79,73,81,120,157,274
3061,26,67,77,70,90,81,75,120,170,269
4807,65,23,30,138,57,49,85,113,178,307
12437,45,38,30,34,51,64,80,140,211,352
19462,13,49,73,186,99,78,75,93,147,232
19585,39,36,51,162,71,78,81,108,163,256
3633,61,66,54,159,86,75,67,87,139,251
13295,7,23,36,48,70,85,95,153,205,324
12363,25,65,58,66,82,82,92,118,164,293
701,24,39,34,56,80,65,88,131,171,357
14529,16,49,80,171,82,83,87,89,153,235
14144,6,12,36,32,44,73,85,100,182,476
9278,15,47,64,161,100,91,91,99,145,232
10161,48,42,37,45,76,72,53,78,202,392
14559,37,29,36,156,71,61,80,106,175,294
6602,23,44,64,154,80,70,76,125,161,248
479,42,58,42,31,70,89,83,111,179,340
1393,22,57,61,182,75,88,74,101,142,243
7993,26,20,27,38,36,53,71,102,145,527
4104,1,23,52,154,74,81,96,138,181,245
8738,41,41,67,57,69,94,98,114,177,287
3539,25,46,55,156,99,76,71,109,141,267
324,6,27,32,32,63,57,112,156,218,343
5925,46,78,85,146,69,72,71,94,134,250
80,841,2,17,116,12,10,7,8,13,20
14203,48,61,71,54,89,88,80,116,159,279
11825,51,94,60,62,78,61,64,90,143,342
4435,28,41,38,138,67,67,80,137,186,263
13924,49,67,65,146,74,80,64,90,133,277
17317,16,39,42,48,97,117,89,124,192,281
12305,142,43,38,163,64,47,58,83,158,249
3211,16,44,79,68,74,97,108,135,164,260
15958,49,73,53,177,98,71,57,88,145,234
14353,6,19,41,56,76,98,133,140,191,286
5677,18,23,58,52,79,123,110,127,164,291
17214,7,31,48,169,85,95,87,117,163,244
14650,2,22,40,33,51,67,93,121,187,430
12000,9,53,56,57,81,89,108,154,163,276
8851,36,52,68,55,91,80,73,90,157,343
386,67,48,77,52,78,68,70,109,174,302
9822,5,40,61,165,90,102,67,123,150,243
10614,4,17,36,54,87,88,107,142,195,316
5774,11,31,45,168,94,77,80,127,153,259
14816,39,73,59,54,69,88,98,109,159,297
16170,22,47,50,65,99,84,66,146,170,296
2337,21,28,44,67,86,89,93,128,202,287
9551,58,46,41,32,64,48,71,119,197,369
11465,19,33,47,36,77,78,67,131,178,379
1005,44,35,51,28,42,59,66,136,199,385
6276,35,45,55,45,64,56,94,148,189,314
10313,60,42,35,134,50,55,72,100,176,321
6613,15,46,55,46,84,66,74,141,182,336
15953,8,26,29,57,66,78,74,110,185,413
18103,34,48,42,36,68,90,81,116,176,354
11689,23,43,58,50,68,78,87,139,181,318
9614,17,32,41,38,57,84,104,137,194,341
5660,57,43,56,145,69,55,70,112,143,295
14857,47,53,49,54,87,89,76,103,188,299
7690,94,56,62,58,102,80,73,101,149,270
18012,14,38,42,154,90,84,69,126,166,262
13091,4,9,28,52,50,47,71,118,192,476
13087,33,25,56,48,90,97,103,143,180,270
14359,24,41,52,163,96,89,72,105,140,263
16385,46,60,67,43,78,70,73,112,194,302
8202,16,23,45,53,85,97,106,136,188,296
13165,50,49,48,174,79,92,62,104,149,238
18128,1,9,37,31,50,58,82,121,234,423
8436,28,28,41,32,60,46,67,120,208,415
14236,105,33,52,38,49,64,90,124,203,287
14822,25,65,74,160,81,63,71,111,155,240
9143,9,29,67,171,82,88,100,108,151,241
13117,57,51,75,69,83,94,76,121,155,264
18738,57,74,71,168,92,67,44,94,132,246
12197,15,30,39,41,57,53,93,147,219,351
1310,57,73,70,154,93,66,65,95,132,240
302,37,70,61,35,97,80,76,130,169,290
11670,15,33,48,70,107,99,108,121,176,268
10695,8,32,49,36,94,88,123,135,182,299
8513,65,90,86,157,65,66,56,88,138,234
2013,73,47,60,61,77,73,72,101,179,302
4426,33,61,74,53,53,65,77,115,150,364
216,52,70,69,148,74,53,66,104,142,267
6421,35,39,64,71,98,83,92,126,151,286
14370,22,40,43,39,77,77,87,114,191,355
9076,9,24,43,61,92,92,99,119,197,310
1131,41,9,45,147,82,72,79,125,169,277
8703,80,59,57,42,75,82,80,118,174,278
18786,7,18,29,34,63,87,139,156,186,327
4772,15,23,37,45,67,85,111,119,206,337
7011,23,57,69,153,85,67,93,106,154,238
10109,19,28,56,57,91,73,111,124,180,306
5399,10,19,50,52,91,91,104,137,199,293
12067,41,63,49,46,76,89,73,98,180,330
16315,70,71,62,46,85,63,91,118,169,270
11041,88,62,73,54,76,78,70,109,159,276
3331,58,58,62,52,92,84,73,130,169,267
10919,29,36,61,66,79,86,87,140,187,274
5916,66,72,53,156,85,63,66,102,144,238
8229,79,59,72,48,74,68,74,120,157,294
4239,20,47,54,152,83,94,82,98,154,261
6390,3,16,37,32,62,83,86,123,180,424
11017,73,48,66,163,86,76,64,100,122,247
15553,9,43,48,67,90,108,83,131,184,283
9164,30,70,59,175,86,84,67,101,135,238
19596,23,31,59,53,77,83,95,117,194,313
6868,40,69,66,162,69,78,55,95,139,272
5112,11,20,43,153,52,68,74,124,178,322
2787,10,48,55,183,79,82,84,119,154,232
19339,66,68,81,160,74,60,68,95,140,233
1400,50,67,49,168,94,71,62,102,142,240
16586,14,35,59,52,82,108,99,132,171,293
13547,29,57,60,62,87,71,69,145,177,288
18018,13,28,49,46,63,96,124,131,189,306
11877,36,51,47,55,79,67,90,121,187,312
4867,34,16,24,35,60,87,103,148,191,347
17373,4,24,38,52,68,81,93,158,203,325
13407,28,72,68,169,74,69,68,111,143,243
4676,5,19,39,40,77,81,104,127,190,364
19438,51,47,57,36,70,79,106,126,162,311
9938,2,22,40,51,80,89,88,116,196,362
16963,5,17,59,45,89,80,96,137,189,329
7540,50,33,45,160,66,74,70,128,164,255
3222,44,69,55,55,68,59,66,128,193,308
10579,12,24,37,35,70,86,92,126,211,352
16269,48,21,42,66,78,84,64,149,175,318
7530,0,4,32,39,50,59,73,107,142,540
2439,5,17,28,38,54,55,84,121,179,465
5487,29,51,37,61,78,90,71,108,159,361
8394,26,59,56,60,98,79,89,135,173,270
8769,14,33,53,48,82,94,96,138,175,312
17165,12,30,44,38,67,82,105,153,238,276
9391,34,64,67,163,86,73,76,95,142,245
853,77,58,47,160,99,70,46,93,144,251
11597,14,34,37,149,80,103,98,126,142,262
10587,7,9,32,46,76,82,100,149,201,345
15511,17,68,82,167,86,73,67,96,141,248
7726,7,10,40,49,77,90,137,137,213,287
19051,133,40,51,33,65,82,72,119,168,282
3967,30,29,76,155,70,75,82,98,154,276
2345,33,44,40,56,78,72,80,134,191,317
19265,51,70,60,162,90,77,67,83,145,240
4826,30,61,52,50,80,77,80,107,180,328
4460,139,60,35,159,69,65,59,93,130,236
5889,6,15,35,63,87,115,104,152,185,284
16132,52,34,33,15,46,70,81,147,177,390
16740,20,54,54,63,106,76,82,117,164,309
5671,19,13,38,40,89,57,116,133,189,351
18917,54,33,59,28,65,76,111,122,179,318
18249,9,21,57,64,96,86,112,127,183,291
15621,18,42,38,57,107,94,88,145,188,268
3823,11,46,75,75,98,73,78,115,178,296
12683,36,37,87,181,88,78,75,96,143,224
2221,5,27,35,60,82,76,88,134,213,326
251,21,56,81,57,77,84,86,127,178,278
19814,5,17,61,46,74,68,96,119,183,377
19796,39,52,61,64,98,96,80,110,168,277
11469,43,39,58,54,60,75,61,95,185,375
4864,20,24,47,147,72,70,86,112,185,282
5594,24,49,52,161,89,84,79,105,154,248
4164,45,49,67,172,85,75,61,100,147,244
17827,32,62,62,154,78,66,83,113,143,252
8889,4,19,51,187,89,94,102,106,159,235
10335,3,17,33,33,50,76,87,88,190,469
7888,47,50,52,45,75,68,83,126,184,315
2734,39,61,76,57,90,94,96,111,156,265
12587,47,54,47,162,77,67,86,113,134,258
19308,12,48,62,168,68,70,85,117,147,268
3692,19,19,61,45,73,77,93,142,215,301
9129,23,67,64,60,82,92,99,122,157,279
13243,13,22,53,41,64,106,101,135,158,352
2579,4,25,54,72,84,66,83,113,164,381
16924,14,37,34,54,70,99,131,150,194,262
13315,21,33,33,56,66,94,94,134,195,319
14781,29,49,58,142,69,81,77,100,162,278
5202,20,42,53,181,82,77,87,106,150,247
9900,41,71,66,172,68,73,72,103,144,235
16825,15,45,42,163,72,43,74,91,153,347
11750,39,37,60,174,97,67,77,105,132,257
17847,20,30,34,38,81,100,104,149,179,310
13438,61,62,76,166,58,64,58,93,152,255
8145,11,37,44,42,59,47,88,147,205,365
10289,6,41,67,195,93,80,74,94,151,245
1672,27,41,27,32,72,81,85,149,207,324
9476,39,18,15,27,35,37,68,106,230,470
16473,23,34,41,48,73,87,101,141,194,303
7337,7,19,41,166,69,74,88,117,170,295
12524,46,56,63,49,89,97,86,123,148,288
17679,70,55,73,166,80,59,75,102,123,242
6859,7,36,56,35,81,96,115,150,184,286
6714,45,26,33,36,67,103,93,124,175,343
6183,14,30,62,53,81,87,84,135,187,312
17798,16,47,59,159,84,86,94,104,140,256
10075,65,83,76,154,64,61,59,74,136,273
8601,6,16,33,47,71,75,85,112,200,401
3847,6,43,73,70,84,85,74,121,174,316
12306,27,31,54,152,91,74,82,117,145,272
8349,23,29,57,170,64,77,98,113,166,248
15071,23,34,32,45,65,58,87,135,177,389
6035,12,29,44,159,76,90,102,135,159,239
6372,59,49,24,46,66,74,75,87,150,415
6836,8,28,42,188,94,101,111,113,136,225
12153,2,8,33,35,53,57,84,113,174,488
805,42,56,44,36,78,62,80,100,175,372
11910,100,93,78,153,72,55,58,86,122,228
15151,7,21,33,167,62,69,88,121,214,264
5463,12,20,39,150,59,75,82,133,186,289
4909,85,70,57,163,79,61,52,74,134,270
13869,21,27,67,53,93,95,92,139,179,279
14424,4,19,43,53,88,109,117,141,189,283
14382,33,34,42,38,55,63,69,125,228,358
5473,13,34,46,160,90,88,88,113,148,265
19429,48,32,46,53,60,91,87,118,186,324
14752,7,23,32,35,45,48,78,136,244,398
17109,110,69,68,157,85,67,53,76,136,224
2849,35,69,78,49,80,91,77,97,179,290
7531,1,16,49,41,69,64,125,168,200,312
16045,9,35,54,33,64,55,94,146,221,335
8719,3,15,42,140,63,49,85,131,191,327
19099,16,42,37,54,72,98,92,129,198,307
12824,130,65,48,138,71,48,65,98,133,249
7351,6,32,35,38,60,50,74,126,177,448
12164,15,34,66,182,84,91,85,114,142,232
384,7,24,64,47,71,98,106,141,192,296
18509,26,45,62,56,79,60,65,106,156,390
10622,24,32,39,151,77,68,74,143,170,267
9479,1,17,35,39,73,89,90,155,182,364
14691,29,22,33,37,53,87,84,136,191,373
2369,7,32,36,42,73,90,117,153,195,301
17202,81,73,68,156,84,79,47,91,134,232
6310,15,35,35,46,62,61,98,158,203,332
10844,15,31,39,156,71,83,100,118,189,243
13090,34,29,49,42,85,86,86,140,202,292
14239,15,38,46,57,85,121,114,131,167,271
10227,12,19,35,35,46,67,67,108,212,444
9245,68,64,79,51,70,64,60,98,200,291
15532,59,50,57,154,75,74,70,102,128,276
2648,37,52,33,157,64,69,72,106,178,277
11114,14,37,51,163,58,67,72,101,170,312
2859,17,39,47,51,66,77,93,149,183,323
8946,25,22,38,36,51,87,93,153,188,352
1479,67,73,84,158,93,62,51,85,133,239
11323,11,42,92,168,100,77,62,114,149,230
14235,13,27,54,48,97,110,101,153,165,277
887,19,29,37,40,90,79,68,128,190,365
4463,14,36,43,35,44,60,73,102,179,459
16432,5,10,31,38,87,103,122,146,195,310
12670,36,53,49,59,87,79,87,121,166,308
4703,8,21,45,27,42,51,65,106,225,456
5146,28,52,66,45,80,96,87,134,172,285
17443,24,52,78,60,96,79,99,117,168,272
3907,82,72,48,71,74,91,66,110,157,274
9282,16,37,46,192,113,83,84,97,132,245
11660,6,37,82,182,100,85,74,102,133,245
3680,34,51,60,167,85,62,74,101,133,278
1642,118,37,49,40,85,86,82,128,160,260
12096,8,26,22,41,74,84,101,162,210,318
7882,134,34,70,56,78,73,70,115,156,259
151,78,21,34,145,79,93,80,113,160,242
19785,38,28,29,23,60,75,82,143,206,361
7958,29,25,58,32,67,75,89,127,193,350
16258,9,27,59,69,98,87,97,143,177,280
10807,48,70,82,65,85,70,54,92,153,326
12333,43,55,56,157,90,57,74,100,149,264
7472,28,40,50,52,84,96,95,145,170,285
11653,40,51,52,54,91,72,74,117,188,306
13320,4,17,68,55,67,67,79,111,203,375
15378,27,65,69,159,82,68,80,107,156,232
1683,57,44,70,178,73,72,61,96,136,258
3401,10,29,50,173,69,80,94,100,143,298
728,30,43,55,52,96,87,78,116,168,320
19260,2,17,36,33,49,56,66,123,249,415
11954,20,24,31,48,71,88,107,130,194,332
13532,41,28,26,28,57,72,66,142,185,400
4555,117,67,75,156,79,60,61,82,124,224
15864,3,18,50,41,50,71,73,111,181,448
4682,17,62,53,159,96,80,90,106,144,238
17651,10,71,82,173,71,68,77,110,151,233
5836,37,35,46,151,84,68,83,109,165,267
606,46,43,53,63,77,71,70,129,182,311
10366,8,29,56,164,71,77,91,131,171,248
3844,46,41,61,50,89,77,87,122,155,317
10013,8,18,54,58,52,74,96,138,195,353
11740,9,47,40,36,51,57,85,134,212,375
9646,4,13,23,42,75,88,102,137,211,351
3698,1,16,33,40,58,88,97,147,222,343
2743,36,64,45,51,98,92,91,128,165,275
7184,49,69,68,153,80,60,76,100,133,257
3761,101,78,57,142,70,63,48,85,136,265
9610,44,33,55,172,106,60,79,109,132,255
4253,13,34,57,65,81,74,76,134,201,310
13700,44,55,38,175,88,81,54,88,151,271
17691,0,19,33,152,86,91,89,129,172,274
5926,21,45,53,55,101,118,95,116,160,281
6993,42,41,81,74,80,74,86,119,154,294
9605,5,40,60,64,111,112,105,115,164,270
11266,11,35,53,30,51,72,36,74,141,542
14637,39,35,46,42,64,106,111,129,185,288
16316,0,10,26,49,84,75,117,137,201,347
13239,29,51,60,153,79,72,64,110,150,277
11804,13,39,53,62,91,75,100,136,176,300
7501,49,51,68,49,89,68,81,137,164,289
12462,36,71,77,51,70,78,76,117,193,276
605,16,36,41,59,85,86,104,120,185,313
10714,53,52,68,163,89,81,81,97,122,239
11394,5,15,40,60,80,94,115,118,215,304
19152,5,14,30,159,74,90,94,142,154,284
16595,37,39,91,65,69,82,100,112,167,283
18242,7,34,38,136,78,70,82,134,198,269
1293,3,30,52,45,56,87,83,127,213,350
5781,13,23,49,51,75,82,113,125,180,334
2881,21,26,42,34,48,74,89,113,206,392
12958,7,28,57,52,75,69,84,144,228,302
12206,53,54,53,166,67,75,70,119,136,252
8275,26,70,67,143,73,68,84,109,154,251
7985,29,54,73,54,100,73,82,125,172,283
15394,79,49,58,166,64,58,61,89,154,267
17359,27,32,45,59,73,71,89,132,197,320
6034,3,32,51,174,101,81,79,117,172,236
4622,14,64,68,180,80,67,54,108,152,258
10601,11,33,30,38,62,104,111,163,190,303
2085,5,20,62,57,74,105,131,132,181,279
4718,42,26,27,43,62,68,84,134,209,350
9197,91,42,36,45,87,73,79,114,177,301
9390,18,33,50,156,60,85,78,128,160,277
10575,92,51,48,48,82,57,87,129,167,284
11975,30,55,90,65,109,94,83,111,144,264
4090,17,66,57,60,94,83,90,133,161,284
1912,13,38,50,40,93,94,120,145,170,282
9460,40,31,38,46,81,82,110,123,175,319
3987,50,46,47,153,90,70,66,86,154,283
18970,81,62,62,63,92,78,61,119,148,279
11493,1,18,44,153,84,81,70,130,184,280
13405,17,13,46,34,69,63,107,140,222,334
15089,27,46,50,81,68,85,73,131,200,284
1388,13,18,50,44,75,79,86,136,208,336
13298,12,33,51,47,96,93,112,148,167,286
3527,33,43,39,47,63,83,103,147,183,304
3449,31,19,37,33,65,66,122,153,212,307
4680,23,68,53,41,71,99,87,136,170,297
14843,9,37,45,155,98,85,84,118,168,247
9823,9,18,31,51,78,97,105,114,213,330
11654,62,53,53,162,94,72,73,94,145,237
6410,9,27,43,50,66,113,121,131,156,330
19176,35,43,65,45,65,56,77,132,213,314
7375,12,31,48,166,105,93,85,119,159,227
