uid,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
48745,1,11,37,64,92,113,110,102,170,345
48746,1,10,56,58,62,77,91,82,218,391
48747,7,131,67,76,87,65,90,82,157,284
48748,2,13,44,50,81,114,148,99,181,314
48749,24,101,71,66,68,58,91,75,168,323
48750,1,49,79,59,71,67,103,102,188,326
48751,0,32,49,57,66,74,92,111,165,399
48752,0,12,18,49,57,68,108,162,217,354
48753,0,21,40,38,44,56,60,97,190,499
48754,5,16,33,51,76,93,124,130,182,336
48755,4,125,41,60,69,66,105,106,155,315
48756,18,42,46,57,50,72,103,110,195,352
48757,1,117,58,74,90,60,84,91,159,311
48758,0,7,42,70,87,80,101,93,201,365
48759,15,52,47,44,48,70,88,122,197,362
48760,1,9,41,79,78,91,101,129,191,326
48761,37,59,90,66,66,70,104,89,150,314
48762,1,46,61,61,79,77,126,120,169,305
48763,0,144,79,75,93,68,73,91,158,264
48764,10,32,46,49,53,58,109,96,207,386
48765,23,90,86,63,92,56,89,82,153,311
48766,52,74,48,53,59,53,84,100,172,350
48767,2,12,38,45,63,101,137,118,180,350
48768,104,95,81,47,56,60,72,65,136,329
48769,6,17,35,66,63,83,119,85,177,395
48770,8,50,65,70,82,70,96,104,166,335
48771,0,23,55,80,84,103,116,107,157,320
48772,4,20,26,51,66,63,84,114,200,418
48773,1,21,40,80,101,86,112,115,185,304
48774,8,31,68,80,78,79,104,102,173,323
48775,6,44,52,52,80,73,103,122,180,334
48776,82,48,38,33,55,50,93,95,184,367
48777,3,153,78,73,67,57,68,92,160,295
48778,19,29,28,58,68,64,101,129,199,350
48779,0,12,36,57,61,71,119,106,170,413
48780,25,150,79,75,60,59,79,82,150,286
48781,16,51,76,71,72,84,103,92,154,326
48782,5,23,30,68,88,101,128,125,181,297
48783,56,174,88,46,58,58,71,82,135,277
48784,2,8,14,43,77,80,155,113,203,352
48785,22,41,68,58,72,96,90,88,166,344
48786,5,52,39,56,60,64,102,125,191,352
48787,0,12,24,65,77,94,108,116,183,366
48788,2,21,27,34,67,81,115,132,212,355
48789,18,151,69,55,88,62,82,86,144,290
48790,0,14,55,70,111,90,95,86,184,340
48791,20,68,60,71,70,52,91,99,165,349
48792,19,57,68,85,93,66,102,84,151,320
48793,41,180,75,57,61,48,78,78,150,277
48794,15,24,31,35,51,68,69,112,217,423
48795,17,69,48,24,51,69,122,123,163,359
48796,10,38,77,61,70,50,71,67,182,420
48797,13,56,55,49,66,63,108,105,157,373
48798,5,29,86,79,113,84,96,87,156,311
48799,2,24,46,65,72,90,108,113,188,338
48800,0,42,64,70,73,87,120,98,167,324
48801,6,29,66,54,73,55,116,108,185,354
48802,23,59,50,40,45,44,77,84,204,419
48803,886,112,1,3,15,1,3,5,15,4
48804,18,28,43,53,46,53,61,101,165,477
48805,3,125,47,63,98,71,94,99,146,300
48806,643,17,31,28,43,26,32,40,90,95
48807,4,152,80,77,73,73,87,68,151,281
48808,6,40,52,42,60,71,79,105,178,413
48809,841,116,4,4,9,7,15,14,24,14
48810,3,31,35,48,51,72,114,106,175,411
48811,6,51,50,52,57,59,81,92,168,430
48812,1,7,44,77,99,97,101,91,176,353
48813,117,15,25,41,68,77,86,101,174,341
48814,5,50,74,56,72,80,109,97,160,343
48815,1,22,45,45,47,51,87,113,207,427
48816,3,42,63,77,91,89,108,95,161,317
48817,15,69,64,56,57,60,100,86,194,344
48818,50,124,56,59,50,56,100,83,145,322
48819,22,72,49,36,83,80,93,95,178,337
48820,0,24,49,53,69,82,122,130,206,310
48821,6,36,34,60,68,91,94,118,168,371
48822,1,43,45,54,60,79,116,122,179,346
48823,1,14,28,35,49,73,113,160,218,354
48824,36,97,58,42,58,91,90,87,153,333
48825,4,40,78,73,98,74,102,106,166,305
48826,123,28,51,40,60,84,89,95,159,316
48827,13,54,63,61,61,70,108,103,175,337
48828,0,16,57,70,93,92,122,108,184,303
48829,1,47,95,74,87,75,109,99,142,316
48830,0,23,49,58,70,71,101,111,223,339
48831,1,12,55,68,82,88,134,121,182,302
48832,90,50,75,77,50,61,96,82,159,305
48833,2,133,55,67,67,72,101,101,158,290
48834,11,54,75,67,59,65,84,77,165,388
48835,4,52,80,93,83,66,113,88,156,311
48836,2,39,34,47,53,60,106,114,201,390
48837,0,23,48,51,63,77,120,94,167,402
48838,3,143,55,58,68,68,114,100,147,290
48839,9,17,85,85,67,71,89,113,187,323
48840,3,45,66,62,63,74,120,117,181,315
48841,0,37,36,60,62,98,129,123,164,336
48842,2,20,46,36,41,46,69,125,214,447
48843,4,24,40,48,56,72,124,105,197,376
48844,11,54,65,54,60,64,76,110,199,352
48845,2,20,46,71,72,111,124,102,169,329
48846,644,20,27,46,58,44,52,31,58,65
48847,4,22,74,80,69,69,102,113,168,345
48848,137,46,71,36,50,52,58,64,180,351
48849,1,3,42,39,49,53,101,108,197,453
48850,58,196,64,55,51,50,80,59,134,298
48851,1,24,35,29,49,70,128,139,219,351
48852,3,33,78,72,73,75,112,96,165,339
48853,2,36,48,36,71,63,92,118,214,366
48854,13,22,38,50,78,88,125,118,176,337
48855,63,74,67,62,56,66,87,78,145,347
48856,19,23,43,74,91,91,101,98,181,324
48857,0,8,18,51,59,129,134,135,178,334
48858,0,14,41,31,34,55,93,118,218,441
48859,100,58,38,54,63,56,102,93,166,315
48860,8,42,48,64,96,76,88,97,174,353
48861,5,16,51,49,89,62,96,101,201,376
48862,237,138,41,34,37,32,53,65,137,271
48863,1,45,64,61,70,56,98,112,181,357
48864,0,25,58,64,71,68,91,102,159,407
48865,90,66,57,39,68,66,90,87,155,327
48866,3,45,62,54,52,68,101,113,182,366
48867,47,98,63,53,76,63,62,86,167,330
48868,0,33,40,50,55,59,105,133,179,391
48869,3,30,72,87,59,90,108,108,177,312
48870,129,150,52,49,55,39,74,69,155,273
48871,16,176,64,70,70,57,98,84,127,283
48872,6,76,82,59,54,59,93,99,160,358
48873,0,2,29,36,73,67,116,132,223,367
48874,24,44,63,65,62,73,96,85,168,365
48875,7,54,51,76,52,69,99,95,184,359
48876,7,75,95,69,65,82,99,85,154,315
48877,208,33,27,25,26,47,104,89,156,330
48878,10,50,51,59,84,72,104,109,174,333
48879,0,19,40,50,59,90,88,144,184,371
48880,721,119,23,21,31,15,26,29,41,19
48881,2,26,50,76,75,74,77,108,194,364
48882,0,9,41,60,91,93,131,119,180,322
48883,0,13,41,49,54,72,116,133,216,351
48884,4,31,64,55,67,80,128,119,176,322
48885,7,11,38,69,42,77,126,120,175,381
48886,0,1,34,49,76,73,92,99,187,434
48887,18,35,70,74,87,83,90,95,183,310
48888,0,1,23,36,69,131,135,116,173,361
48889,0,9,38,49,93,66,84,138,214,355
48890,13,58,75,49,81,68,103,114,173,311
48891,82,93,68,47,48,55,84,84,160,324
48892,2,31,80,66,95,82,115,97,166,312
48893,19,89,73,66,71,58,93,79,166,331
48894,0,0,22,43,51,77,100,96,165,491
48895,10,52,62,59,46,78,114,135,172,318
48896,24,173,75,58,64,53,73,82,155,288
48897,0,21,35,33,58,79,96,103,202,418
48898,0,38,55,51,49,50,78,85,165,474
48899,102,69,82,47,42,44,78,81,169,331
48900,3,134,43,50,69,49,96,113,175,314
48901,1,10,43,54,68,110,150,106,190,314
48902,9,73,34,49,59,59,94,93,192,384
48903,0,7,34,51,71,67,89,107,188,432
48904,842,113,3,5,8,4,11,11,23,27
48905,58,162,62,47,74,45,79,80,143,295
48906,1,37,62,73,63,62,85,116,206,340
48907,8,49,58,79,68,92,106,104,146,336
48908,0,149,32,50,76,63,84,101,165,325
48909,13,67,53,58,62,78,100,109,177,328
48910,20,31,50,57,57,51,100,100,178,401
48911,1,12,45,58,58,80,122,135,187,347
48912,6,30,77,76,77,68,102,130,166,314
48913,14,152,53,37,48,57,83,116,173,312
48914,8,75,75,66,39,56,79,92,208,348
48915,4,39,62,44,58,70,104,95,180,390
48916,3,43,49,56,83,110,110,105,162,325
48917,8,28,47,47,69,61,97,85,202,402
48918,16,34,34,32,70,63,104,86,189,417
48919,5,54,76,70,83,77,106,91,178,306
48920,7,41,40,29,50,58,84,122,203,412
48921,2,34,55,79,58,56,86,102,207,367
48922,4,22,41,32,55,91,110,108,201,382
48923,17,98,73,38,55,80,98,89,161,336
48924,84,173,77,52,53,41,68,85,129,283
48925,3,15,36,66,85,78,96,116,206,345
48926,10,63,54,39,66,64,121,107,174,348
48927,1,10,37,39,57,65,104,118,207,408
48928,6,57,64,63,89,88,98,98,156,327
48929,0,15,32,39,45,60,81,122,236,415
48930,1,24,26,50,57,74,122,129,215,347
48931,0,21,48,54,58,83,131,139,188,323
48932,25,186,66,62,57,61,77,94,138,279
48933,10,36,48,50,45,74,89,109,205,380
48934,37,74,90,58,48,63,95,100,156,324
48935,0,140,49,54,67,85,93,92,141,324
48936,0,28,55,37,33,39,71,88,196,498
48937,80,88,78,68,64,50,88,69,141,319
48938,0,21,27,25,44,72,111,152,217,376
48939,36,83,64,58,55,60,87,90,170,342
48940,12,22,33,53,73,55,64,72,150,511
48941,29,60,42,47,50,71,93,107,184,362
48942,45,84,43,32,43,47,106,83,188,374
48943,12,131,36,57,82,79,104,92,158,294
48944,11,43,41,54,87,73,111,87,194,344
48945,5,36,70,74,96,94,95,84,169,323
48946,5,18,33,45,62,97,143,126,187,330
48947,5,50,65,85,89,76,87,98,165,326
48948,45,198,72,63,50,39,65,75,145,293
48949,0,12,48,47,39,45,53,77,200,524
48950,0,143,45,51,81,71,89,95,187,283
48951,2,21,40,62,86,104,122,102,179,328
48952,4,21,31,82,96,114,109,107,169,313
48953,27,70,73,72,80,79,101,81,155,307
48954,11,31,44,48,69,75,127,113,190,337
48955,25,206,103,51,49,45,73,70,134,289
48956,6,20,38,71,101,89,133,107,166,315
48957,643,18,41,49,24,54,46,29,52,89
48958,0,12,46,57,84,73,131,128,184,330
48959,5,30,47,69,67,75,92,108,163,390
48960,8,50,42,46,59,64,103,101,206,367
48961,0,5,29,30,68,103,128,109,202,372
48962,9,46,85,72,75,77,109,98,167,308
48963,1,8,14,47,53,78,143,145,204,353
48964,15,40,64,59,86,91,112,89,160,329
48965,3,15,48,52,69,72,125,139,210,313
48966,2,17,36,51,54,66,114,112,178,416
48967,4,55,78,67,83,69,93,90,178,329
48968,81,166,78,58,64,39,77,96,137,249
48969,7,35,68,65,65,85,82,98,148,393
48970,18,55,56,58,45,76,90,122,198,327
48971,21,79,58,54,88,68,104,86,142,345
48972,2,22,55,114,74,83,113,115,168,300
48973,63,31,45,48,53,69,117,105,191,323
48974,22,69,65,57,68,60,132,105,156,311
48975,2,7,30,43,59,75,121,125,207,378
48976,8,23,33,46,41,54,87,114,227,413
48977,9,163,42,31,60,67,89,86,172,327
48978,8,35,64,77,100,87,97,101,159,318
48979,1,29,66,95,94,85,117,85,148,325
48980,4,27,47,55,73,77,121,117,175,350
48981,7,145,48,34,81,69,108,102,153,299
48982,26,55,77,82,67,70,101,83,151,333
48983,0,1,9,26,63,95,116,139,203,394
48984,4,133,59,69,61,55,95,83,152,335
48985,841,112,2,3,3,4,10,15,34,22
48986,0,57,51,59,63,92,92,89,193,349
48987,5,138,60,74,95,63,90,94,142,285
48988,16,42,60,79,81,74,102,96,161,334
48989,10,36,28,28,47,45,73,107,214,458
48990,13,19,63,68,79,78,123,109,171,322
48991,2,32,118,83,81,78,98,86,155,313
48992,857,116,2,5,7,5,9,10,21,17
48993,25,71,66,64,41,89,97,88,170,334
48994,26,43,46,67,88,68,94,90,181,342
48995,90,63,52,67,63,64,90,87,160,309
48996,1,15,25,45,74,82,61,92,174,476
48997,13,40,58,49,74,68,104,121,203,315
48998,0,12,26,39,65,73,99,121,186,424
48999,1,32,32,27,65,59,94,126,184,425
49000,8,159,89,62,44,68,87,89,156,284
49001,19,47,49,52,57,66,102,117,154,382
49002,26,71,64,65,66,65,106,90,169,323
49003,0,15,57,55,74,61,99,124,233,327
49004,89,50,63,37,86,84,118,84,149,285
49005,3,40,44,43,61,72,98,87,199,399
49006,17,138,41,44,97,75,94,90,144,305
49007,0,39,67,75,63,66,119,115,184,317
49008,1,162,61,73,84,57,80,81,130,316
49009,202,45,35,26,45,69,75,65,136,347
49010,122,26,36,47,61,65,75,82,171,360
49011,12,182,81,63,53,56,83,72,144,299
49012,4,36,29,56,52,58,69,78,175,489
49013,5,166,62,64,70,86,90,84,137,282
49014,13,30,51,31,71,80,116,130,175,348
49015,841,113,2,2,17,3,11,11,26,19
49016,0,38,49,52,53,88,115,109,194,347
49017,26,35,27,29,47,59,101,114,193,414
49018,7,52,61,71,70,77,104,114,165,325
49019,13,40,40,48,57,51,75,87,218,416
49020,32,218,94,53,67,47,71,55,117,291
49021,26,49,59,51,88,82,92,86,162,350
49022,2,8,33,77,118,112,117,90,178,312
49023,17,89,82,56,72,56,104,81,154,334
49024,8,48,57,69,70,82,116,89,183,324
49025,11,20,24,30,46,45,84,126,207,452
49026,12,160,62,65,68,55,87,91,151,294
49027,53,189,55,58,62,48,63,87,135,295
49028,77,20,43,35,47,52,69,64,159,479
49029,1,25,39,46,36,53,61,91,195,498
49030,25,175,102,51,77,48,55,64,140,308
49031,85,172,59,60,61,55,75,73,131,274
49032,11,70,64,67,56,66,70,83,191,367
49033,2,47,63,67,73,83,97,106,163,345
49034,0,13,37,53,73,85,149,130,201,304
49035,12,157,99,60,68,76,88,78,134,273
49036,3,34,59,79,86,99,107,109,165,305
49037,1,25,57,58,79,78,98,150,189,310
49038,3,20,43,65,78,87,97,117,217,319
49039,7,57,76,81,90,72,117,80,164,302
49040,643,116,25,27,26,32,38,42,51,45
49041,5,35,41,48,36,36,74,93,191,487
49042,0,5,29,32,56,67,114,151,192,400
49043,842,117,2,5,6,8,9,14,28,18
49044,5,45,70,58,68,77,98,84,174,367
49045,8,44,84,78,72,74,114,84,155,333
49046,4,144,46,62,81,82,85,92,166,284
49047,0,10,32,51,58,92,109,121,212,361
49048,3,66,40,40,52,71,114,109,201,350
49049,2,24,39,57,84,88,112,116,192,332
49050,0,14,37,44,52,67,122,133,198,378
49051,13,76,82,79,69,75,104,90,151,306
49052,28,82,65,52,44,55,96,99,161,363
49053,7,47,65,54,69,102,106,118,169,309
49054,39,181,64,61,59,56,77,92,143,273
49055,31,171,79,59,46,51,75,82,151,300
49056,4,15,56,78,73,90,107,114,181,328
49057,42,167,65,53,66,64,94,83,121,290
49058,7,17,25,50,49,52,93,112,220,421
49059,846,113,7,1,21,4,10,11,22,12
49060,1,17,36,53,70,66,135,142,183,342
49061,18,51,56,51,53,43,83,92,190,408
49062,122,18,34,41,56,75,104,91,170,334
49063,1,14,46,51,96,75,111,74,163,414
49064,1,22,59,56,49,60,111,120,212,355
49065,40,72,78,71,74,72,93,77,153,315
49066,1,3,40,48,71,106,141,105,180,351
49067,1,8,29,69,109,110,123,113,167,317
49068,9,15,40,49,46,57,80,99,229,422
49069,0,32,58,85,108,86,94,100,173,309
49070,9,153,28,49,56,79,85,86,184,317
49071,29,95,62,44,61,73,101,70,151,359
49072,8,26,69,57,86,67,106,106,166,355
49073,24,42,22,40,74,64,83,89,172,435
49074,3,9,25,40,40,65,88,96,197,484
49075,0,40,62,75,67,76,115,105,180,325
49076,0,8,27,43,58,64,105,123,224,394
49077,2,26,76,100,74,77,98,93,182,318
49078,842,113,3,1,17,3,11,13,19,23
49079,2,135,55,56,61,59,94,93,167,324
49080,11,50,49,48,49,73,123,112,182,348
49081,1,22,20,42,70,58,131,170,213,318
49082,22,34,37,53,59,69,84,114,174,399
49083,32,97,82,86,74,61,89,68,141,315
49084,0,22,25,39,26,45,80,92,197,519
49085,2,57,62,61,61,74,106,120,186,317
49086,1,24,32,54,74,96,126,142,185,311
49087,3,20,75,53,72,72,70,69,153,459
49088,0,2,32,57,46,84,111,114,198,401
49089,27,28,50,49,64,78,113,133,157,346
49090,4,24,38,62,79,69,97,162,193,318
49091,0,3,32,53,60,65,91,124,203,415
49092,3,28,43,45,58,66,131,135,197,340
49093,5,17,54,46,91,100,127,90,180,336
49094,1,13,33,36,66,75,120,122,230,349
49095,29,80,34,25,57,45,90,104,206,375
49096,13,159,97,74,61,51,85,82,145,278
49097,50,109,91,45,60,57,80,76,164,313
49098,21,53,38,44,52,52,89,85,206,405
49099,21,156,73,46,63,41,87,81,146,331
49100,11,179,69,63,72,60,82,80,142,287
49101,15,21,29,42,63,53,85,111,230,396
49102,1,28,53,70,66,83,111,110,187,336
49103,0,38,40,39,51,65,124,126,188,374
49104,841,112,4,4,3,3,5,13,25,36
49105,18,35,36,37,58,77,105,114,208,357
49106,13,30,27,26,56,81,99,111,204,398
49107,17,34,61,76,62,63,104,105,177,346
49108,659,55,31,35,29,29,42,28,48,89
49109,11,60,75,89,72,72,97,91,163,315
49110,0,121,41,61,117,65,108,94,152,286
49111,16,127,42,57,72,86,101,97,169,278
49112,0,3,33,75,86,89,95,120,218,327
49113,7,123,38,71,85,81,71,88,156,326
49114,4,42,61,77,82,83,110,111,164,312
49115,2,18,37,50,87,64,97,112,205,374
49116,0,32,55,51,66,89,105,131,173,343
49117,9,36,37,57,55,61,90,106,204,391
49118,2,15,28,41,77,88,90,117,171,417
49119,1,29,31,41,56,75,135,138,208,331
49120,3,12,28,46,58,81,106,116,199,397
49121,7,56,63,67,76,88,108,93,164,324
49122,19,39,28,30,55,34,66,101,222,451
49123,9,34,70,53,73,86,119,92,169,341
49124,3,39,47,64,67,59,71,70,210,416
49125,14,9,29,48,72,54,95,106,193,426
49126,2,9,30,58,80,96,120,100,212,340
49127,6,34,76,65,89,80,117,103,159,317
49128,12,33,54,78,70,68,87,89,166,388
49129,0,29,70,51,55,57,83,87,202,411
49130,2,17,66,75,71,73,85,120,197,340
49131,1,31,44,45,52,64,90,125,228,365
49132,2,43,68,91,97,84,97,82,170,312
49133,3,19,45,54,63,76,132,145,181,328
49134,13,41,36,39,42,56,75,115,203,425
49135,91,158,38,61,66,52,64,75,157,283
49136,1,25,40,58,78,90,101,111,214,327
49137,26,37,45,45,77,92,124,95,184,320
49138,4,14,54,83,74,93,107,99,173,345
49139,0,24,45,73,65,72,112,127,189,338
49140,842,119,4,5,21,2,9,9,25,13
49141,1,144,53,67,80,56,77,74,169,324
49142,18,55,82,64,87,72,119,82,157,309
49143,2,20,72,85,67,66,80,92,173,389
49144,9,41,72,87,76,75,102,82,170,332
49145,6,49,62,71,76,88,111,95,172,316
49146,14,31,64,73,57,110,136,88,156,316
49147,2,18,49,50,35,54,105,125,174,434
49148,121,19,40,47,65,47,61,87,159,399
49149,20,90,76,81,69,61,95,76,137,340
49150,7,32,40,78,86,88,109,87,194,325
49151,0,49,61,45,53,74,99,121,188,355
49152,3,25,51,49,53,99,123,127,191,325
49153,2,26,54,68,79,71,100,103,198,345
49154,29,88,39,31,59,41,62,68,173,455
49155,12,48,58,58,52,62,67,82,174,432
49156,6,44,42,73,85,100,114,83,161,338
49157,87,188,70,42,67,33,44,52,144,318
49158,15,50,61,51,73,49,81,92,190,383
49159,3,51,82,81,92,95,115,78,153,296
49160,1,20,47,65,88,101,131,100,167,325
49161,1,15,30,81,93,86,133,111,172,323
49162,56,161,69,65,78,55,85,90,130,256
49163,7,36,58,71,76,70,81,112,181,354
49164,12,84,77,69,71,68,91,76,166,331
49165,11,133,53,60,76,84,111,76,157,284
49166,2,13,38,43,75,90,105,85,169,426
49167,4,57,41,53,57,65,108,105,173,383
49168,0,117,35,45,73,74,101,128,169,303
49169,8,159,66,70,57,53,78,101,162,292
49170,10,129,51,64,96,87,103,81,135,290
49171,27,110,67,63,51,62,91,83,177,314
49172,8,171,72,68,64,64,70,88,152,289
49173,10,19,51,50,89,77,130,117,196,307
49174,14,45,73,60,48,68,79,103,170,385
49175,8,61,71,71,77,58,77,101,167,355
49176,0,20,38,56,69,66,101,125,210,360
49177,13,37,31,42,70,93,130,115,165,349
49178,5,30,53,54,87,85,112,104,196,320
49179,20,165,97,63,74,51,82,74,136,283
49180,10,24,46,63,86,103,119,106,160,329
49181,11,42,45,48,69,77,108,115,193,337
49182,13,146,70,65,58,46,76,94,156,321
49183,1,17,43,73,87,85,111,111,184,333
49184,4,7,53,48,89,95,102,123,195,331
49185,3,48,84,56,64,68,115,107,187,314
49186,13,39,82,63,60,54,92,81,180,381
49187,0,8,20,49,52,88,122,133,215,359
49188,841,114,5,10,18,7,10,9,22,14
49189,14,53,88,59,75,78,115,86,171,306
49190,4,76,79,78,79,70,109,88,147,316
49191,0,14,40,32,37,80,119,125,232,366
49192,0,19,68,70,54,52,94,102,193,393
49193,9,26,25,27,49,57,100,121,248,384
49194,9,43,55,90,100,80,105,94,152,318
49195,18,29,46,66,69,77,108,119,160,353
49196,16,50,79,86,73,66,111,84,168,312
49197,16,56,69,70,77,72,100,95,153,337
49198,2,39,59,55,74,71,112,91,190,353
49199,2,29,31,64,59,74,99,131,183,374
49200,25,205,82,61,56,41,80,71,141,283
49201,2,150,69,58,63,59,81,86,155,323
49202,886,112,1,3,15,1,3,5,15,4
49203,30,73,84,63,83,63,93,79,148,329
49204,0,14,28,39,47,49,49,78,210,531
49205,5,141,47,39,68,51,65,87,185,358
49206,19,36,40,45,67,54,78,79,181,446
49207,11,180,73,53,74,57,79,82,142,294
49208,4,18,51,58,67,83,129,117,200,319
49209,9,28,71,68,80,67,80,84,170,389
49210,5,46,57,53,69,62,97,106,192,359
49211,8,20,40,76,75,73,115,127,186,326
49212,22,64,71,75,71,73,104,104,145,316
49213,60,100,73,42,63,56,67,66,161,357
49214,10,21,58,71,91,82,109,120,169,315
49215,0,4,32,47,50,69,103,90,226,425
49216,132,36,49,32,55,56,89,105,169,322
49217,21,63,94,62,51,61,103,104,169,317
49218,52,171,67,41,51,46,77,77,153,310
49219,199,31,48,61,67,64,79,69,146,281
49220,2,18,47,37,58,60,113,128,190,393
49221,6,52,84,76,71,63,105,86,169,334
49222,19,33,63,52,65,98,127,103,168,317
49223,3,6,24,62,97,113,117,135,168,322
49224,45,182,72,41,45,43,69,73,161,314
49225,1,130,52,30,47,75,81,104,190,335
49226,0,21,39,62,61,88,122,116,206,330
49227,5,17,55,67,100,116,103,122,154,307
49228,63,65,72,49,66,92,89,77,153,319
49229,1,53,93,87,66,69,106,73,158,339
49230,10,39,49,51,47,67,108,101,200,374
49231,1,9,20,56,77,91,122,141,202,327
49232,8,62,37,59,79,77,94,109,156,365
49233,15,60,72,59,57,67,81,80,181,373
49234,14,171,67,76,68,62,83,77,144,283
49235,1,20,52,48,90,86,113,123,192,320
49236,2,45,72,84,64,84,114,99,173,309
49237,4,23,48,69,94,70,85,130,183,340
49238,1,20,42,79,79,64,96,118,208,338
49239,1,11,29,38,87,84,103,116,172,404
49240,2,163,54,54,86,57,89,80,151,310
49241,4,33,79,59,63,80,109,106,182,331
49242,1,26,47,35,46,68,90,109,213,410
49243,4,31,60,40,72,68,88,101,217,365
49244,9,42,57,67,65,76,103,103,188,336
49245,16,63,80,70,64,65,109,100,172,306
49246,11,27,76,71,63,66,111,93,189,338
49247,2,26,50,74,63,90,121,85,180,355
49248,18,80,75,41,57,68,99,105,149,353
49249,5,143,78,81,84,51,80,93,152,279
49250,40,62,73,62,62,75,93,79,166,333
49251,1,35,48,46,32,56,78,107,186,456
49252,14,33,39,39,65,89,130,126,188,322
49253,0,9,35,51,46,71,134,118,232,350
49254,1,12,36,77,87,96,118,125,187,306
49255,33,78,86,57,66,55,91,77,150,352
49256,80,133,35,41,37,56,79,116,168,300
49257,7,50,41,59,68,66,117,120,187,331
49258,0,118,49,59,65,104,107,118,157,268
49259,1,11,25,31,56,82,127,166,214,332
49260,1,35,60,61,65,48,59,76,159,481
49261,2,36,69,85,70,63,134,107,172,308
49262,53,54,67,73,76,70,97,102,152,301
49263,29,19,60,58,74,73,116,90,191,335
49264,20,48,75,59,47,61,110,95,154,376
49265,5,24,29,44,56,100,133,144,200,311
49266,8,37,57,63,73,67,101,112,193,335
49267,0,111,31,33,73,77,118,107,188,307
49268,11,58,39,39,54,61,97,83,223,380
49269,31,76,63,69,68,59,95,92,134,358
49270,12,67,69,66,80,80,96,89,166,320
49271,1,23,37,45,71,88,120,141,193,326
49272,18,68,92,59,86,60,100,84,158,320
49273,15,55,72,62,65,67,89,114,179,327
49274,643,17,23,23,35,29,49,55,82,89
49275,30,84,76,78,63,57,85,82,156,334
49276,1,13,43,40,61,91,115,105,196,380
49277,18,40,64,65,78,76,99,99,161,345
49278,24,84,83,67,64,66,88,71,154,344
49279,40,84,44,33,48,58,98,86,194,360
49280,17,59,41,26,49,59,97,124,222,351
49281,10,36,52,37,62,64,97,97,183,408
49282,3,60,55,50,63,78,98,110,185,344
49283,7,39,52,45,70,50,92,100,205,386
49284,1,7,39,38,46,79,112,130,223,371
49285,0,40,64,61,80,72,113,113,172,330
49286,1,33,62,57,65,80,94,133,194,326
49287,0,14,59,85,92,83,101,104,183,324
49288,2,8,32,50,60,56,64,92,164,519
49289,0,9,27,64,66,88,121,104,204,363
49290,841,112,8,5,17,3,11,9,24,18
49291,3,52,36,33,44,63,90,120,211,394
49292,12,33,34,42,43,68,86,96,204,427
49293,3,14,37,49,54,70,106,119,233,361
49294,11,60,73,66,66,88,102,89,141,349
49295,843,115,5,4,4,1,9,15,27,24
49296,2,28,54,67,74,86,143,113,172,307
49297,0,54,62,62,62,58,96,95,198,358
49298,119,35,59,80,72,61,97,79,150,293
49299,0,130,34,44,63,85,105,104,165,315
49300,8,56,99,60,69,59,81,97,175,342
49301,3,16,47,52,68,62,147,110,198,343
49302,0,8,34,48,57,64,82,103,167,483
49303,3,47,40,52,80,93,103,99,175,354
49304,1,20,37,62,70,110,107,116,184,338
49305,1,12,47,60,93,69,101,99,187,376
49306,93,49,34,28,52,41,72,104,193,379
49307,0,4,19,34,51,96,136,136,195,375
49308,6,40,41,62,75,82,85,87,192,376
49309,7,39,55,69,69,71,110,114,187,325
49310,4,29,62,72,60,98,113,126,181,301
49311,1,32,56,85,102,73,95,99,171,331
49312,82,48,68,69,69,55,81,90,185,298
49313,1,11,24,40,53,62,103,142,198,411
49314,1,19,55,60,67,79,117,120,202,325
49315,19,165,76,57,63,53,85,74,156,297
49316,5,29,72,58,68,53,63,88,186,424
49317,3,19,53,52,86,106,111,120,169,327
49318,2,52,59,43,48,70,79,79,178,436
49319,24,72,51,75,54,62,104,108,165,330
49320,8,76,80,58,64,84,88,77,173,338
49321,25,192,49,39,39,48,77,93,148,335
49322,0,7,37,57,69,92,151,147,191,295
49323,20,46,109,67,63,75,97,91,163,314
49324,1,13,39,42,56,100,149,133,177,335
49325,11,41,52,46,47,93,124,96,186,349
49326,652,171,31,19,30,19,23,20,34,46
49327,0,17,31,45,34,49,74,74,178,543
49328,2,24,42,60,99,96,127,126,155,315
49329,1,25,53,56,71,85,128,107,203,316
49330,1,7,27,34,69,47,66,83,201,511
49331,5,43,80,72,74,77,95,97,159,344
49332,3,18,52,52,57,92,117,124,198,333
49333,12,53,96,90,68,82,84,74,172,314
49334,117,10,11,32,27,48,75,81,213,432
49335,22,184,92,66,54,41,76,64,145,301
49336,0,13,46,51,53,57,90,101,204,430
49337,11,61,43,54,83,92,123,111,162,305
49338,3,15,39,40,57,77,75,90,145,505
49339,6,29,42,45,44,57,132,122,170,399
49340,5,6,32,46,69,74,122,126,204,363
49341,1,39,68,30,40,48,97,95,218,409
49342,5,31,48,52,56,104,120,129,175,326
49343,1,12,47,47,60,69,71,97,186,455
49344,77,170,56,69,63,49,69,66,140,286
49345,13,73,65,69,64,70,105,91,160,335
49346,19,56,64,80,104,68,100,83,165,306
49347,3,31,60,56,77,76,119,131,172,321
49348,162,184,61,41,60,38,59,65,117,258
49349,1,13,34,48,68,94,105,94,196,392
49350,0,4,18,47,90,99,140,127,176,345
49351,2,32,57,79,68,99,125,105,180,299
