uid,n_null,discret_null
39187,47,47
39188,45,45
39189,45,45
39190,56,56
39191,70,70
39192,41,41
39193,36,36
39194,61,61
39195,1036,1036
39196,829,829
39197,41,41
39198,51,51
39199,52,52
39200,70,70
39201,39,39
39202,67,67
39203,41,41
39204,53,53
39205,231,231
39206,164,164
39207,51,51
39208,62,62
39209,66,66
39210,28,28
39211,37,37
39212,67,67
39213,58,58
39214,37,37
39215,163,163
39216,48,48
39217,176,176
39218,50,50
39219,47,47
39220,46,46
39221,195,195
39222,56,56
39223,48,48
39224,180,180
39225,66,66
39226,44,44
39227,170,170
39228,170,170
39229,830,830
39230,159,159
39231,158,158
39232,184,184
39233,41,41
39234,148,148
39235,45,45
39236,181,181
39237,715,715
39238,50,50
39239,182,182
39240,39,39
39241,50,50
39242,54,54
39243,43,43
39244,53,53
39245,68,68
39246,28,28
39247,238,238
39248,49,49
39249,154,154
39250,159,159
39251,25,25
39252,180,180
39253,34,34
39254,156,156
39255,40,40
39256,825,825
39257,46,46
39258,58,58
39259,50,50
39260,44,44
39261,691,691
39262,157,157
39263,225,225
39264,64,64
39265,49,49
39266,36,36
39267,296,296
39268,46,46
39269,64,64
39270,59,59
39271,65,65
39272,714,714
39273,41,41
39274,67,67
39275,57,57
39276,45,45
39277,51,51
39278,65,65
39279,19,19
39280,1028,1028
39281,63,63
39282,1038,1038
39283,73,73
39284,34,34
39285,52,52
39286,48,48
39287,53,53
39288,35,35
39289,163,163
39290,50,50
39291,59,59
39292,180,180
39293,18,18
39294,48,48
39295,85,85
39296,44,44
39297,162,162
39298,41,41
39299,50,50
39300,160,160
39301,61,61
39302,41,41
39303,43,43
39304,170,170
39305,40,40
39306,56,56
39307,1026,1026
39308,42,42
39309,173,173
39310,51,51
39311,154,154
39312,39,39
39313,67,67
39314,222,222
39315,33,33
39316,1046,1046
39317,41,41
39318,44,44
39319,46,46
39320,67,67
39321,30,30
39322,172,172
39323,54,54
39324,49,49
39325,57,57
39326,54,54
39327,44,44
39328,60,60
39329,49,49
39330,61,61
39331,37,37
39332,50,50
39333,59,59
39334,51,51
39335,60,60
39336,49,49
39337,241,241
39338,70,70
39339,126,126
39340,1036,1036
39341,64,64
39342,56,56
39343,171,171
39344,67,67
39345,53,53
39346,51,51
39347,63,63
39348,165,165
39349,27,27
39350,184,184
39351,73,73
39352,37,37
39353,62,62
39354,64,64
39355,57,57
39356,55,55
39357,60,60
39358,62,62
39359,169,169
39360,71,71
39361,51,51
39362,31,31
39363,29,29
39364,54,54
39365,118,118
39366,66,66
39367,50,50
39368,51,51
39369,1014,1014
39370,40,40
39371,49,49
39372,168,168
39373,54,54
39374,45,45
39375,40,40
39376,78,78
39377,43,43
39378,53,53
39379,62,62
39380,44,44
39381,177,177
39382,52,52
39383,91,91
39384,180,180
39385,142,142
39386,55,55
39387,55,55
39388,52,52
39389,48,48
39390,43,43
39391,145,145
39392,62,62
39393,49,49
39394,64,64
39395,65,65
39396,47,47
39397,27,27
39398,44,44
39399,36,36
39400,45,45
39401,65,65
39402,62,62
39403,59,59
39404,58,58
39405,178,178
39406,27,27
39407,169,169
39408,31,31
39409,43,43
39410,46,46
39411,46,46
39412,52,52
39413,18,18
39414,160,160
39415,62,62
39416,67,67
39417,68,68
39418,43,43
39419,71,71
39420,60,60
39421,47,47
39422,25,25
39423,66,66
39424,172,172
39425,52,52
39426,58,58
39427,158,158
39428,49,49
39429,59,59
39430,91,91
39431,46,46
39432,57,57
39433,53,53
39434,66,66
39435,34,34
39436,50,50
39437,66,66
39438,37,37
39439,32,32
39440,79,79
39441,166,166
39442,50,50
39443,59,59
39444,37,37
39445,55,55
39446,46,46
39447,1102,1102
39448,54,54
39449,51,51
39450,54,54
39451,35,35
39452,39,39
39453,39,39
39454,34,34
39455,56,56
39456,58,58
39457,53,53
39458,49,49
39459,44,44
39460,34,34
39461,60,60
39462,60,60
39463,59,59
39464,56,56
39465,165,165
39466,151,151
39467,27,27
39468,47,47
39469,60,60
39470,62,62
39471,36,36
39472,57,57
39473,173,173
39474,39,39
39475,25,25
39476,39,39
39477,54,54
39478,47,47
39479,31,31
39480,64,64
39481,42,42
39482,37,37
39483,38,38
39484,38,38
39485,55,55
39486,41,41
39487,41,41
39488,68,68
39489,43,43
39490,178,178
39491,168,168
39492,61,61
39493,47,47
39494,42,42
39495,55,55
39496,34,34
39497,172,172
39498,54,54
39499,143,143
39500,55,55
39501,1039,1039
39502,164,164
39503,44,44
39504,44,44
39505,132,132
39506,51,51
39507,238,238
39508,20,20
39509,51,51
39510,59,59
39511,53,53
39512,54,54
39513,66,66
39514,47,47
39515,49,49
39516,46,46
39517,41,41
39518,158,158
39519,46,46
39520,32,32
39521,49,49
39522,41,41
39523,41,41
39524,29,29
39525,30,30
39526,33,33
39527,61,61
39528,177,177
39529,62,62
39530,170,170
39531,51,51
39532,48,48
39533,66,66
39534,1022,1022
39535,49,49
39536,43,43
39537,45,45
39538,168,168
39539,32,32
39540,65,65
39541,37,37
39542,48,48
39543,80,80
39544,48,48
39545,176,176
39546,51,51
39547,40,40
39548,42,42
39549,67,67
39550,48,48
39551,37,37
39552,33,33
39553,39,39
39554,159,159
39555,44,44
39556,69,69
39557,47,47
39558,1017,1017
39559,48,48
39560,51,51
39561,46,46
39562,203,203
39563,58,58
39564,61,61
39565,38,38
39566,40,40
39567,78,78
39568,15,15
39569,53,53
39570,62,62
39571,45,45
39572,70,70
39573,48,48
39574,43,43
39575,62,62
39576,176,176
39577,1013,1013
39578,39,39
39579,38,38
39580,276,276
39581,716,716
39582,65,65
39583,152,152
39584,48,48
39585,40,40
39586,38,38
39587,161,161
39588,41,41
39589,51,51
39590,49,49
39591,165,165
39592,43,43
39593,54,54
39594,54,54
39595,29,29
39596,41,41
39597,45,45
39598,39,39
39599,45,45
39600,58,58
39601,62,62
39602,66,66
39603,54,54
39604,24,24
39605,46,46
39606,37,37
39607,146,146
39608,20,20
39609,159,159
39610,54,54
39611,58,58
39612,377,377
39613,44,44
39614,54,54
39615,32,32
39616,47,47
39617,51,51
39618,40,40
39619,36,36
39620,58,58
39621,41,41
39622,176,176
39623,1035,1035
39624,47,47
39625,75,75
39626,169,169
39627,372,372
39628,157,157
39629,56,56
39630,48,48
39631,43,43
39632,26,26
39633,44,44
39634,38,38
39635,48,48
39636,51,51
39637,59,59
39638,47,47
39639,58,58
39640,69,69
39641,43,43
39642,173,173
39643,165,165
39644,48,48
39645,51,51
39646,50,50
39647,54,54
39648,50,50
39649,41,41
39650,58,58
39651,70,70
39652,63,63
39653,44,44
39654,45,45
39655,62,62
39656,34,34
39657,1041,1041
39658,173,173
39659,60,60
39660,49,49
39661,34,34
39662,48,48
39663,48,48
39664,225,225
39665,57,57
39666,48,48
39667,23,23
39668,36,36
39669,39,39
39670,61,61
39671,32,32
39672,63,63
39673,42,42
39674,1028,1028
39675,1043,1043
39676,68,68
39677,37,37
39678,61,61
39679,51,51
39680,1018,1018
39681,41,41
39682,18,18
39683,157,157
39684,44,44
39685,181,181
39686,57,57
39687,708,708
39688,168,168
39689,59,59
39690,64,64
39691,39,39
39692,96,96
39693,1036,1036
39694,35,35
39695,716,716
39696,68,68
39697,43,43
39698,54,54
39699,163,163
39700,54,54
39701,55,55
39702,71,71
39703,50,50
39704,52,52
39705,1030,1030
39706,56,56
39707,135,135
39708,61,61
39709,62,62
39710,706,706
39711,44,44
39712,64,64
39713,65,65
39714,63,63
39715,60,60
39716,64,64
39717,61,61
39718,53,53
39719,47,47
39720,72,72
39721,47,47
39722,44,44
39723,42,42
39724,37,37
39725,36,36
39726,121,121
39727,61,61
39728,67,67
39729,44,44
39730,1024,1024
39731,58,58
39732,37,37
39733,43,43
39734,38,38
39735,45,45
39736,76,76
39737,42,42
39738,47,47
39739,48,48
39740,40,40
39741,30,30
39742,1017,1017
39743,47,47
39744,1031,1031
39745,40,40
39746,46,46
39747,54,54
39748,48,48
39749,39,39
39750,55,55
39751,33,33
39752,48,48
39753,49,49
39754,50,50
39755,84,84
39756,51,51
39757,39,39
39758,73,73
39759,42,42
39760,176,176
39761,54,54
39762,58,58
39763,61,61
39764,32,32
39765,65,65
39766,30,30
39767,167,167
39768,31,31
39769,56,56
39770,58,58
39771,33,33
39772,69,69
39773,157,157
39774,34,34
39775,166,166
39776,43,43
39777,78,78
39778,37,37
39779,46,46
39780,56,56
39781,42,42
39782,44,44
39783,159,159
39784,40,40
39785,36,36
39786,159,159
39787,26,26
39788,158,158
39789,45,45
39790,32,32
39791,39,39
39792,67,67
39793,66,66
39794,44,44
39795,163,163
39796,55,55
39797,68,68
39798,48,48
39799,70,70
39800,27,27
39801,28,28
39802,52,52
39803,51,51
39804,61,61
39805,59,59
39806,181,181
39807,52,52
39808,57,57
39809,41,41
39810,40,40
39811,207,207
39812,55,55
39813,183,183
39814,162,162
39815,179,179
39816,52,52
39817,31,31
39818,53,53
39819,38,38
39820,149,149
39821,51,51
39822,63,63
39823,54,54
39824,69,69
39825,45,45
39826,36,36
39827,165,165
39828,168,168
39829,39,39
39830,62,62
39831,59,59
39832,40,40
39833,31,31
39834,31,31
39835,43,43
39836,835,835
39837,45,45
39838,173,173
39839,53,53
39840,45,45
39841,72,72
39842,172,172
39843,64,64
39844,175,175
39845,49,49
39846,52,52
39847,17,17
39848,45,45
39849,49,49
39850,63,63
39851,43,43
39852,37,37
39853,151,151
39854,53,53
39855,60,60
39856,45,45
39857,62,62
39858,68,68
39859,57,57
39860,60,60
39861,48,48
39862,46,46
39863,67,67
39864,58,58
39865,43,43
39866,121,121
39867,174,174
39868,36,36
39869,46,46
39870,59,59
39871,155,155
39872,696,696
39873,41,41
39874,235,235
39875,45,45
39876,66,66
39877,45,45
39878,40,40
39879,32,32
39880,38,38
39881,57,57
39882,65,65
39883,51,51
39884,52,52
39885,39,39
39886,700,700
39887,162,162
39888,54,54
39889,48,48
39890,68,68
39891,34,34
39892,51,51
39893,230,230
39894,54,54
39895,51,51
39896,32,32
39897,166,166
39898,714,714
39899,51,51
39900,57,57
39901,62,62
39902,61,61
39903,55,55
39904,68,68
39905,68,68
39906,46,46
39907,75,75
39908,72,72
39909,52,52
39910,61,61
39911,61,61
39912,54,54
39913,43,43
39914,47,47
39915,66,66
39916,43,43
39917,62,62
39918,176,176
39919,34,34
39920,42,42
39921,53,53
39922,25,25
39923,65,65
39924,65,65
39925,51,51
39926,31,31
39927,29,29
39928,52,52
39929,37,37
39930,59,59
39931,30,30
39932,45,45
39933,46,46
39934,138,138
39935,56,56
39936,291,291
39937,37,37
39938,55,55
39939,169,169
39940,817,817
39941,59,59
39942,58,58
39943,59,59
39944,56,56
39945,65,65
39946,36,36
39947,165,165
39948,301,301
39949,56,56
39950,118,118
39951,162,162
39952,165,165
39953,45,45
39954,58,58
39955,73,73
39956,49,49
39957,43,43
39958,62,62
39959,62,62
39960,45,45
39961,56,56
39962,350,350
39963,44,44
39964,33,33
39965,46,46
39966,47,47
39967,38,38
39968,61,61
39969,38,38
39970,62,62
39971,48,48
39972,49,49
39973,58,58
39974,67,67
39975,48,48
39976,38,38
39977,38,38
39978,37,37
39979,63,63
39980,245,245
39981,27,27
39982,172,172
39983,44,44
39984,827,827
39985,181,181
39986,147,147
39987,54,54
39988,48,48
39989,41,41
39990,43,43
39991,52,52
39992,48,48
39993,57,57
39994,1017,1017
39995,160,160
39996,168,168
39997,43,43
39998,45,45
39999,39,39
40000,172,172
40001,35,35
40002,51,51
40003,43,43
40004,148,148
40005,48,48
40006,41,41
40007,156,156
40008,63,63
40009,58,58
40010,65,65
40011,46,46
40012,61,61
40013,43,43
40014,690,690
40015,173,173
40016,49,49
40017,1026,1026
40018,53,53
40019,175,175
40020,44,44
40021,57,57
40022,65,65
40023,59,59
40024,41,41
40025,47,47
40026,168,168
40027,56,56
40028,172,172
40029,57,57
40030,33,33
40031,159,159
40032,53,53
40033,53,53
40034,41,41
40035,58,58
40036,251,251
40037,54,54
40038,50,50
40039,835,835
40040,44,44
40041,30,30
40042,51,51
40043,1035,1035
40044,50,50
40045,75,75
40046,46,46
40047,43,43
40048,54,54
40049,39,39
40050,66,66
40051,41,41
40052,48,48
40053,55,55
40054,51,51
40055,44,44
40056,178,178
40057,95,95
40058,58,58
40059,52,52
40060,62,62
40061,157,157
40062,70,70
40063,51,51
40064,164,164
40065,46,46
40066,49,49
40067,162,162
40068,27,27
40069,135,135
40070,56,56
40071,39,39
40072,46,46
40073,41,41
40074,66,66
40075,48,48
40076,54,54
40077,66,66
40078,40,40
40079,56,56
40080,33,33
40081,46,46
40082,42,42
40083,57,57
40084,248,248
40085,47,47
40086,65,65
40087,43,43
40088,68,68
40089,37,37
40090,40,40
40091,37,37
40092,71,71
40093,40,40
40094,44,44
40095,46,46
40096,67,67
40097,55,55
40098,39,39
40099,29,29
40100,156,156
40101,41,41
40102,1051,1051
40103,37,37
40104,156,156
40105,40,40
40106,50,50
40107,45,45
40108,72,72
40109,43,43
40110,36,36
40111,55,55
40112,49,49
40113,133,133
40114,183,183
40115,159,159
40116,42,42
40117,71,71
40118,61,61
40119,60,60
40120,58,58
40121,32,32
40122,55,55
40123,177,177
40124,45,45
40125,42,42
40126,139,139
40127,49,49
40128,40,40
40129,55,55
40130,34,34
40131,175,175
40132,51,51
40133,35,35
40134,76,76
40135,49,49
40136,46,46
40137,52,52
40138,52,52
40139,58,58
40140,46,46
40141,207,207
40142,51,51
40143,38,38
40144,70,70
40145,39,39
40146,61,61
40147,61,61
40148,38,38
40149,1026,1026
40150,63,63
40151,29,29
40152,48,48
40153,37,37
40154,176,176
40155,34,34
40156,174,174
40157,66,66
40158,56,56
40159,52,52
40160,56,56
40161,31,31
40162,181,181
40163,55,55
40164,31,31
40165,61,61
40166,196,196
40167,41,41
40168,1024,1024
40169,50,50
40170,50,50
40171,49,49
40172,251,251
40173,47,47
40174,38,38
40175,149,149
40176,148,148
40177,47,47
40178,42,42
40179,64,64
40180,159,159
40181,49,49
40182,41,41
40183,179,179
40184,38,38
40185,47,47
40186,42,42
40187,58,58
40188,46,46
40189,45,45
40190,81,81
40191,833,833
40192,41,41
40193,43,43
40194,46,46
40195,175,175
40196,41,41
40197,25,25
40198,58,58
40199,167,167
40200,42,42
40201,63,63
40202,164,164
40203,62,62
40204,58,58
40205,47,47
40206,71,71
40207,45,45
40208,31,31
40209,43,43
40210,46,46
40211,160,160
40212,50,50
40213,60,60
40214,61,61
40215,48,48
40216,162,162
40217,45,45
40218,55,55
40219,34,34
40220,701,701
40221,54,54
40222,1035,1035
40223,60,60
40224,55,55
40225,47,47
40226,62,62
40227,229,229
40228,130,130
40229,180,180
40230,176,176
40231,48,48
40232,64,64
40233,49,49
40234,68,68
40235,1029,1029
40236,46,46
40237,183,183
40238,54,54
40239,67,67
40240,35,35
40241,46,46
40242,42,42
40243,153,153
40244,178,178
40245,58,58
40246,35,35
40247,57,57
40248,34,34
40249,179,179
40250,32,32
40251,56,56
40252,59,59
40253,50,50
40254,40,40
40255,41,41
40256,57,57
40257,43,43
40258,50,50
40259,54,54
40260,65,65
40261,39,39
40262,33,33
40263,60,60
40264,181,181
40265,44,44
40266,47,47
40267,49,49
40268,32,32
40269,46,46
40270,48,48
40271,34,34
40272,57,57
40273,179,179
40274,23,23
40275,44,44
40276,57,57
40277,52,52
40278,711,711
40279,34,34
40280,60,60
40281,32,32
40282,46,46
40283,64,64
40284,32,32
40285,66,66
40286,51,51
40287,37,37
40288,70,70
40289,35,35
40290,1048,1048
40291,46,46
40292,167,167
40293,50,50
40294,39,39
40295,56,56
40296,173,173
40297,33,33
40298,55,55
40299,47,47
40300,50,50
40301,44,44
40302,180,180
40303,55,55
40304,171,171
40305,48,48
40306,185,185
40307,25,25
40308,38,38
40309,705,705
40310,152,152
40311,164,164
40312,363,363
40313,63,63
40314,48,48
40315,167,167
40316,62,62
40317,1025,1025
40318,814,814
40319,59,59
40320,64,64
40321,167,167
40322,60,60
40323,31,31
40324,30,30
40325,1026,1026
40326,50,50
40327,51,51
40328,55,55
40329,165,165
40330,53,53
40331,68,68
40332,62,62
40333,51,51
40334,38,38
40335,52,52
40336,63,63
40337,29,29
40338,41,41
40339,61,61
40340,63,63
40341,52,52
40342,64,64
40343,41,41
40344,45,45
40345,38,38
40346,61,61
40347,46,46
40348,173,173
40349,47,47
40350,67,67
40351,50,50
40352,48,48
40353,52,52
40354,48,48
40355,60,60
40356,48,48
40357,181,181
40358,49,49
40359,1018,1018
40360,161,161
40361,50,50
40362,190,190
40363,60,60
40364,168,168
40365,1013,1013
40366,75,75
40367,40,40
40368,59,59
40369,74,74
40370,51,51
40371,59,59
40372,180,180
40373,55,55
40374,182,182
40375,57,57
40376,43,43
40377,45,45
40378,56,56
40379,170,170
40380,56,56
40381,44,44
40382,55,55
40383,60,60
40384,163,163
40385,65,65
40386,44,44
40387,76,76
40388,49,49
40389,44,44
40390,177,177
40391,63,63
40392,49,49
40393,46,46
40394,58,58
40395,51,51
40396,51,51
40397,58,58
40398,49,49
40399,60,60
40400,285,285
40401,55,55
40402,50,50
40403,55,55
40404,155,155
40405,704,704
40406,24,24
40407,49,49
40408,56,56
40409,49,49
40410,250,250
40411,94,94
40412,133,133
40413,62,62
40414,38,38
40415,50,50
40416,52,52
40417,49,49
40418,42,42
40419,27,27
40420,65,65
40421,171,171
40422,43,43
40423,39,39
40424,57,57
40425,157,157
40426,31,31
40427,71,71
40428,45,45
40429,64,64
40430,183,183
40431,60,60
40432,281,281
40433,160,160
40434,44,44
40435,32,32
40436,1036,1036
40437,46,46
40438,64,64
40439,57,57
40440,20,20
40441,26,26
40442,44,44
40443,46,46
40444,54,54
40445,54,54
40446,35,35
40447,43,43
40448,39,39
40449,43,43
40450,52,52
40451,164,164
40452,59,59
40453,37,37
40454,50,50
40455,38,38
40456,68,68
40457,32,32
40458,47,47
40459,40,40
40460,69,69
40461,40,40
40462,53,53
40463,64,64
40464,36,36
40465,38,38
40466,39,39
40467,51,51
40468,42,42
40469,58,58
40470,53,53
40471,41,41
40472,716,716
40473,187,187
40474,64,64
40475,27,27
40476,41,41
40477,41,41
40478,60,60
40479,173,173
40480,45,45
40481,51,51
40482,48,48
40483,165,165
40484,42,42
40485,53,53
40486,46,46
40487,46,46
40488,57,57
40489,65,65
40490,52,52
40491,56,56
40492,48,48
40493,57,57
40494,47,47
40495,194,194
40496,54,54
40497,29,29
40498,40,40
40499,148,148
40500,68,68
40501,20,20
40502,40,40
40503,1036,1036
40504,44,44
40505,25,25
40506,54,54
40507,42,42
40508,166,166
40509,52,52
40510,43,43
40511,1014,1014
40512,34,34
40513,50,50
40514,33,33
40515,60,60
40516,64,64
40517,1036,1036
40518,189,189
40519,55,55
40520,40,40
40521,61,61
40522,172,172
40523,36,36
40524,55,55
40525,53,53
40526,59,59
40527,48,48
40528,181,181
40529,56,56
40530,51,51
40531,44,44
40532,65,65
40533,64,64
40534,170,170
40535,41,41
40536,169,169
40537,32,32
40538,36,36
40539,38,38
40540,59,59
40541,52,52
40542,40,40
40543,1037,1037
40544,43,43
40545,60,60
40546,26,26
40547,46,46
40548,1037,1037
40549,52,52
40550,166,166
40551,41,41
40552,365,365
40553,186,186
40554,56,56
40555,52,52
40556,40,40
40557,32,32
40558,25,25
40559,51,51
40560,162,162
40561,50,50
40562,55,55
40563,168,168
40564,44,44
40565,66,66
40566,165,165
40567,48,48
40568,711,711
40569,58,58
40570,41,41
40571,42,42
40572,20,20
40573,54,54
40574,53,53
40575,37,37
40576,50,50
40577,45,45
40578,37,37
40579,172,172
40580,64,64
40581,58,58
40582,52,52
40583,48,48
40584,60,60
40585,50,50
40586,48,48
40587,33,33
40588,51,51
40589,27,27
40590,40,40
40591,44,44
40592,34,34
40593,63,63
40594,50,50
40595,34,34
40596,57,57
40597,37,37
40598,57,57
40599,56,56
40600,34,34
40601,54,54
40602,70,70
40603,65,65
40604,63,63
40605,52,52
40606,1012,1012
40607,48,48
40608,49,49
40609,168,168
40610,24,24
40611,59,59
40612,127,127
40613,51,51
40614,35,35
40615,64,64
40616,40,40
40617,162,162
40618,165,165
40619,64,64
40620,51,51
40621,180,180
40622,1022,1022
40623,47,47
40624,57,57
40625,47,47
40626,42,42
40627,53,53
40628,60,60
40629,62,62
40630,64,64
40631,63,63
40632,61,61
40633,166,166
40634,38,38
40635,29,29
40636,169,169
40637,65,65
40638,53,53
40639,52,52
40640,45,45
40641,29,29
40642,41,41
40643,53,53
40644,133,133
40645,57,57
40646,120,120
40647,177,177
40648,60,60
40649,43,43
40650,27,27
40651,165,165
40652,34,34
40653,58,58
40654,56,56
40655,52,52
40656,67,67
40657,43,43
40658,41,41
40659,40,40
40660,39,39
40661,64,64
40662,180,180
40663,25,25
40664,170,170
40665,43,43
40666,46,46
40667,48,48
40668,720,720
40669,45,45
40670,29,29
40671,44,44
40672,45,45
40673,57,57
40674,56,56
40675,178,178
40676,61,61
40677,173,173
40678,164,164
40679,48,48
40680,49,49
40681,67,67
40682,54,54
40683,37,37
40684,50,50
40685,47,47
40686,56,56
40687,50,50
40688,154,154
40689,45,45
40690,47,47
40691,76,76
40692,36,36
40693,65,65
40694,50,50
40695,48,48
40696,54,54
40697,74,74
40698,56,56
40699,47,47
40700,62,62
40701,38,38
40702,1030,1030
40703,61,61
40704,43,43
40705,184,184
40706,157,157
40707,39,39
40708,176,176
40709,41,41
40710,123,123
40711,48,48
40712,54,54
40713,33,33
40714,59,59
40715,36,36
40716,250,250
40717,50,50
40718,62,62
40719,50,50
40720,136,136
40721,65,65
40722,173,173
40723,49,49
40724,63,63
40725,37,37
40726,41,41
40727,63,63
40728,60,60
40729,50,50
40730,68,68
40731,55,55
40732,42,42
40733,65,65
40734,48,48
40735,53,53
40736,71,71
40737,36,36
40738,44,44
40739,39,39
40740,30,30
40741,37,37
40742,43,43
40743,53,53
40744,62,62
40745,174,174
40746,161,161
40747,54,54
40748,68,68
40749,166,166
40750,60,60
40751,52,52
40752,43,43
40753,28,28
40754,62,62
40755,43,43
40756,107,107
40757,53,53
40758,36,36
40759,40,40
40760,64,64
40761,62,62
40762,31,31
40763,52,52
40764,713,713
40765,54,54
40766,49,49
40767,275,275
40768,804,804
40769,49,49
40770,181,181
40771,196,196
40772,46,46
40773,33,33
40774,46,46
40775,47,47
40776,50,50
40777,61,61
40778,62,62
40779,66,66
40780,68,68
40781,52,52
40782,169,169
40783,45,45
40784,42,42
40785,47,47
40786,58,58
40787,40,40
40788,65,65
40789,194,194
40790,182,182
40791,46,46
40792,60,60
40793,56,56
40794,39,39
40795,180,180
40796,164,164
40797,186,186
40798,61,61
40799,56,56
40800,49,49
40801,43,43
40802,56,56
40803,184,184
40804,64,64
40805,35,35
40806,48,48
40807,52,52
40808,62,62
40809,51,51
40810,32,32
40811,83,83
40812,38,38
40813,1024,1024
40814,46,46
40815,50,50
40816,49,49
40817,60,60
40818,52,52
40819,254,254
40820,151,151
40821,45,45
40822,72,72
40823,37,37
40824,49,49
40825,50,50
40826,1024,1024
40827,54,54
40828,63,63
40829,276,276
40830,33,33
40831,66,66
40832,1030,1030
40833,374,374
40834,60,60
40835,32,32
40836,51,51
40837,44,44
40838,34,34
40839,176,176
40840,43,43
40841,178,178
40842,67,67
40843,57,57
40844,56,56
40845,36,36
40846,51,51
40847,63,63
40848,31,31
40849,1003,1003
40850,1035,1035
40851,897,897
40852,64,64
40853,46,46
40854,162,162
40855,54,54
40856,60,60
40857,154,154
40858,66,66
40859,46,46
40860,41,41
40861,35,35
40862,60,60
40863,60,60
40864,31,31
40865,68,68
40866,248,248
40867,65,65
40868,176,176
40869,39,39
40870,36,36
40871,61,61
40872,180,180
40873,52,52
40874,48,48
40875,51,51
40876,56,56
40877,47,47
40878,50,50
40879,36,36
40880,54,54
40881,52,52
40882,50,50
40883,57,57
40884,33,33
40885,44,44
40886,51,51
40887,31,31
40888,45,45
40889,49,49
40890,41,41
40891,51,51
40892,43,43
40893,34,34
40894,44,44
40895,193,193
40896,33,33
40897,52,52
40898,57,57
40899,47,47
40900,1017,1017
40901,1019,1019
40902,67,67
40903,50,50
40904,36,36
40905,50,50
40906,40,40
40907,50,50
40908,44,44
40909,55,55
40910,41,41
40911,46,46
40912,262,262
40913,129,129
40914,37,37
40915,56,56
40916,183,183
40917,56,56
40918,52,52
40919,166,166
40920,39,39
40921,49,49
40922,51,51
40923,46,46
40924,48,48
40925,53,53
40926,42,42
40927,62,62
40928,179,179
40929,48,48
40930,63,63
40931,42,42
40932,33,33
40933,66,66
40934,56,56
40935,42,42
40936,66,66
40937,170,170
40938,146,146
40939,103,103
40940,175,175
40941,52,52
40942,61,61
40943,48,48
40944,69,69
40945,34,34
40946,42,42
40947,40,40
40948,46,46
40949,39,39
40950,25,25
40951,64,64
40952,50,50
40953,46,46
40954,61,61
40955,46,46
40956,52,52
40957,54,54
40958,42,42
40959,36,36
40960,161,161
40961,40,40
40962,52,52
40963,253,253
40964,43,43
40965,64,64
40966,152,152
40967,60,60
40968,30,30
40969,42,42
40970,48,48
40971,68,68
40972,36,36
40973,42,42
40974,1031,1031
40975,60,60
40976,25,25
40977,52,52
40978,51,51
40979,59,59
40980,61,61
40981,168,168
40982,38,38
40983,31,31
40984,44,44
40985,37,37
40986,67,67
40987,826,826
40988,185,185
40989,46,46
40990,65,65
40991,68,68
40992,158,158
40993,55,55
40994,46,46
40995,56,56
40996,41,41
40997,51,51
40998,34,34
40999,72,72
41000,33,33
41001,1009,1009
41002,48,48
41003,53,53
41004,825,825
41005,704,704
41006,46,46
41007,65,65
41008,42,42
41009,49,49
41010,275,275
41011,41,41
41012,63,63
41013,51,51
41014,52,52
41015,38,38
41016,807,807
41017,64,64
41018,226,226
41019,160,160
41020,43,43
41021,57,57
41022,48,48
41023,171,171
41024,33,33
41025,53,53
41026,60,60
41027,159,159
41028,50,50
41029,40,40
41030,28,28
41031,189,189
41032,41,41
41033,52,52
41034,49,49
41035,697,697
41036,163,163
41037,40,40
41038,26,26
41039,32,32
41040,46,46
41041,121,121
41042,56,56
41043,44,44
41044,30,30
41045,50,50
41046,288,288
41047,57,57
41048,158,158
41049,68,68
41050,44,44
41051,56,56
41052,53,53
41053,40,40
41054,63,63
41055,31,31
41056,63,63
41057,1037,1037
41058,60,60
41059,57,57
41060,58,58
41061,46,46
41062,65,65
41063,43,43
41064,60,60
41065,56,56
41066,123,123
41067,57,57
41068,68,68
41069,60,60
41070,55,55
41071,68,68
41072,67,67
41073,133,133
41074,174,174
41075,56,56
41076,64,64
41077,177,177
41078,49,49
41079,39,39
41080,45,45
41081,55,55
41082,33,33
41083,38,38
41084,56,56
41085,41,41
41086,57,57
41087,48,48
41088,32,32
41089,52,52
41090,275,275
41091,171,171
41092,64,64
41093,43,43
41094,39,39
41095,41,41
41096,704,704
41097,51,51
41098,35,35
41099,50,50
41100,43,43
41101,56,56
41102,63,63
41103,171,171
41104,159,159
41105,173,173
41106,30,30
41107,50,50
41108,125,125
41109,57,57
41110,44,44
41111,34,34
41112,137,137
41113,49,49
41114,55,55
41115,58,58
41116,47,47
41117,26,26
41118,59,59
41119,55,55
41120,63,63
41121,165,165
41122,25,25
41123,46,46
41124,38,38
41125,46,46
41126,48,48
41127,58,58
41128,70,70
41129,62,62
41130,57,57
41131,72,72
41132,57,57
41133,59,59
41134,187,187
41135,67,67
41136,50,50
41137,1022,1022
41138,43,43
41139,42,42
41140,38,38
41141,44,44
41142,97,97
41143,47,47
41144,50,50
41145,58,58
41146,41,41
41147,34,34
41148,40,40
41149,59,59
41150,51,51
41151,44,44
41152,57,57
41153,46,46
41154,71,71
41155,159,159
41156,176,176
41157,32,32
41158,53,53
41159,50,50
41160,40,40
41161,46,46
41162,41,41
41163,48,48
41164,71,71
41165,183,183
41166,46,46
41167,52,52
41168,38,38
