uid,n_null,discret_null
3467,174,174
16362,39,39
2565,39,39
6760,162,162
8990,33,33
2385,167,167
18890,46,46
3679,41,41
9261,53,53
7964,47,47
6968,162,162
7558,64,64
6411,154,154
8211,37,37
11167,160,160
16031,48,48
10201,160,160
2261,66,66
3071,49,49
5251,44,44
12777,47,47
3330,169,169
3199,55,55
8702,157,157
2838,35,35
10833,49,49
8042,163,163
3501,48,48
14042,61,61
15659,27,27
6301,48,48
15622,61,61
326,30,30
298,175,175
17536,45,45
2088,47,47
18134,49,49
7491,68,68
4979,39,39
17039,62,62
1884,41,41
10981,59,59
787,46,46
3629,44,44
1653,157,157
5852,34,34
13768,54,54
12810,155,155
18790,160,160
11862,44,44
15639,44,44
18014,154,154
9475,45,45
8140,37,37
142,47,47
14789,150,150
6349,166,166
8407,50,50
7992,46,46
6715,154,154
9236,56,56
13707,167,167
2769,36,36
16896,151,151
8748,42,42
3426,55,55
13131,48,48
8542,43,43
13326,64,64
13561,51,51
12431,36,36
8012,37,37
6020,42,42
17146,38,38
8606,33,33
6639,182,182
9982,157,157
2767,44,44
4653,162,162
4605,43,43
4618,156,156
1483,163,163
10097,54,54
3532,176,176
17429,42,42
12474,40,40
14406,40,40
14995,47,47
1930,61,61
11420,47,47
157,157,157
16848,58,58
13332,160,160
17357,41,41
9912,53,53
14157,173,173
3492,151,151
7187,63,63
3542,170,170
15131,52,52
12009,155,155
17664,170,170
6180,53,53
5113,51,51
15550,53,53
15499,67,67
9709,173,173
7923,176,176
18105,54,54
1888,59,59
125,40,40
16890,49,49
2543,49,49
10198,53,53
3614,36,36
16765,33,33
12388,52,52
4769,171,171
5814,28,28
6522,46,46
1632,155,155
17103,33,33
19546,155,155
2829,58,58
12250,174,174
16224,65,65
2004,44,44
139,160,160
10169,171,171
13431,54,54
8087,41,41
91,160,160
15193,66,66
16060,166,166
13622,32,32
8681,40,40
13960,46,46
11330,52,52
347,167,167
4932,52,52
15361,32,32
1424,177,177
13848,152,152
12460,156,156
14478,53,53
12061,63,63
18985,47,47
6128,154,154
19819,64,64
5775,43,43
10629,41,41
1068,56,56
3254,46,46
9956,39,39
18216,51,51
1125,41,41
1594,64,64
4996,44,44
15433,31,31
8125,48,48
17793,36,36
12282,45,45
3802,50,50
6761,164,164
17023,40,40
6616,157,157
8588,44,44
11419,52,52
7292,168,168
19485,50,50
6608,159,159
6188,40,40
16800,40,40
8493,48,48
12071,58,58
7362,176,176
7496,41,41
16514,49,49
19662,39,39
14029,167,167
9275,165,165
2223,35,35
15190,44,44
8361,59,59
1035,60,60
4839,45,45
15412,277,277
4816,59,59
6138,42,42
10071,47,47
14876,154,154
1955,47,47
15014,48,48
14023,49,49
1230,156,156
5374,38,38
8218,42,42
8491,161,161
3658,32,32
15,35,35
244,173,173
9561,37,37
13017,51,51
11878,54,54
16609,42,42
18428,46,46
4256,40,40
9488,56,56
7162,40,40
19534,45,45
9801,161,161
17084,46,46
8184,56,56
18804,50,50
8026,43,43
19850,34,34
13044,39,39
1057,176,176
5875,34,34
4306,163,163
15204,47,47
5069,42,42
6290,62,62
14936,168,168
16716,56,56
16804,60,60
17393,54,54
16926,58,58
7602,165,165
1284,159,159
14552,49,49
7688,42,42
4322,45,45
918,57,57
14814,44,44
13765,170,170
1143,39,39
10757,42,42
2030,54,54
16018,47,47
3799,153,153
4476,56,56
17836,39,39
2920,51,51
5946,161,161
12408,47,47
8346,56,56
19179,158,158
6916,38,38
2998,46,46
7906,65,65
11626,54,54
8257,56,56
539,45,45
13703,48,48
18892,46,46
18351,30,30
5961,170,170
12835,166,166
9378,54,54
19430,177,177
13635,185,185
6235,159,159
7740,56,56
549,44,44
4130,159,159
5951,65,65
1511,174,174
10143,36,36
1907,167,167
9461,162,162
17539,165,165
3381,41,41
13121,161,161
13374,50,50
14852,1050,1050
15189,45,45
15740,177,177
9928,53,53
2526,56,56
5593,60,60
5000,160,160
8150,47,47
1060,50,50
13977,58,58
17253,29,29
5030,178,178
9985,157,157
11092,163,163
16054,156,156
4857,59,59
12002,39,39
19403,49,49
4225,49,49
16437,58,58
1696,177,177
4818,162,162
12192,160,160
14530,43,43
10152,39,39
2072,53,53
17522,61,61
877,50,50
301,46,46
5330,156,156
17721,57,57
2682,154,154
11524,41,41
12571,50,50
3817,43,43
13100,169,169
18387,151,151
18721,42,42
12709,164,164
11211,57,57
4716,46,46
885,38,38
3877,44,44
13694,47,47
8317,39,39
19900,43,43
2133,153,153
6192,170,170
18482,53,53
1452,43,43
13348,56,56
6383,41,41
15258,52,52
15654,32,32
6455,44,44
4014,47,47
18801,168,168
3883,44,44
8743,45,45
299,54,54
14896,38,38
6542,42,42
18027,33,33
4668,45,45
4792,29,29
8243,163,163
13797,175,175
18550,43,43
3904,176,176
4367,183,183
14373,55,55
8521,176,176
11604,56,56
2465,46,46
5577,55,55
12365,30,30
12919,56,56
1634,63,63
19044,35,35
1767,69,69
18163,178,178
16164,39,39
12837,35,35
15799,53,53
10478,46,46
4456,48,48
1867,38,38
12760,54,54
11046,53,53
8382,49,49
7034,174,174
8984,34,34
10897,182,182
13468,41,41
17129,163,163
12632,37,37
16379,46,46
8281,178,178
5757,51,51
4209,49,49
15180,33,33
3297,168,168
172,179,179
661,52,52
18383,35,35
7396,161,161
5578,171,171
18668,47,47
14343,43,43
15748,160,160
16251,54,54
2897,164,164
19181,42,42
6614,45,45
7347,39,39
5880,157,157
13934,163,163
3206,46,46
19636,164,164
7108,163,163
10921,171,171
19806,38,38
11085,172,172
19929,61,61
15330,160,160
9896,59,59
13299,179,179
6570,50,50
11356,33,33
2882,46,46
14622,165,165
15696,55,55
12091,50,50
7098,161,161
376,36,36
1342,58,58
696,34,34
15625,176,176
6049,49,49
11979,178,178
6766,42,42
18284,59,59
4073,60,60
9662,45,45
5860,42,42
17618,64,64
6203,72,72
8587,46,46
19873,179,179
13327,159,159
4862,170,170
12013,43,43
15834,43,43
3123,35,35
10119,176,176
12805,50,50
19786,57,57
248,49,49
9720,34,34
7735,46,46
14703,44,44
10886,53,53
9559,162,162
19993,44,44
11647,169,169
8319,167,167
966,53,53
5207,165,165
5201,54,54
14316,44,44
19737,174,174
10128,172,172
6359,165,165
17871,65,65
9839,46,46
2715,161,161
15941,48,48
14234,177,177
15717,174,174
16271,42,42
9501,42,42
2596,36,36
9397,39,39
16036,178,178
3166,49,49
8845,59,59
17082,43,43
13540,32,32
11696,45,45
12321,41,41
4373,51,51
12561,57,57
17256,58,58
16784,44,44
4701,45,45
17511,165,165
8662,62,62
4973,47,47
18809,171,171
18086,43,43
3471,46,46
642,51,51
15096,161,161
17725,48,48
15352,31,31
16488,43,43
19020,162,162
14664,50,50
18116,170,170
19823,48,48
9863,162,162
2426,51,51
11865,172,172
7464,60,60
10415,168,168
14092,167,167
1184,65,65
11468,158,158
10638,60,60
11155,153,153
8674,163,163
3061,48,48
4807,152,152
12437,45,45
19462,171,171
19585,160,160
3633,164,164
13295,43,43
12363,48,48
701,41,41
14529,176,176
14144,55,55
9278,166,166
10161,44,44
14559,163,163
6602,172,172
479,47,47
1393,173,173
7993,32,32
4104,174,174
8738,53,53
3539,156,156
324,42,42
5925,176,176
80,1051,1051
14203,42,42
11825,47,47
4435,172,172
13924,155,155
17317,38,38
12305,187,187
3211,55,55
15958,165,165
14353,51,51
5677,59,59
17214,165,165
14650,56,56
12000,60,60
8851,44,44
386,46,46
9822,171,171
10614,35,35
5774,155,155
14816,38,38
16170,45,45
2337,55,55
9551,37,37
11465,67,67
1005,61,61
6276,48,48
10313,157,157
6613,41,41
15953,46,46
18103,29,29
11689,57,57
9614,41,41
5660,155,155
14857,42,42
7690,66,66
18012,179,179
13091,51,51
13087,60,60
14359,173,173
16385,56,56
8202,38,38
13165,162,162
18128,48,48
8436,57,57
14236,124,124
14822,162,162
9143,178,178
13117,66,66
18738,161,161
12197,43,43
1310,163,163
302,46,46
11670,69,69
10695,58,58
8513,185,185
2013,67,67
4426,33,33
216,171,171
6421,55,55
14370,44,44
9076,46,46
1131,179,179
8703,57,57
18786,44,44
4772,45,45
7011,167,167
10109,63,63
5399,61,61
12067,35,35
16315,55,55
11041,58,58
3331,66,66
10919,43,43
5916,161,161
8229,51,51
4239,170,170
6390,43,43
11017,179,179
15553,50,50
9164,167,167
19596,68,68
6868,153,153
5112,152,152
2787,161,161
19339,174,174
1400,156,156
16586,56,56
13547,54,54
18018,45,45
11877,57,57
4867,42,42
17373,19,19
13407,174,174
4676,53,53
19438,47,47
9938,31,31
16963,46,46
7540,161,161
3222,45,45
10579,42,42
16269,31,31
7530,35,35
2439,37,37
5487,39,39
8394,63,63
8769,41,41
17165,69,69
9391,171,171
853,159,159
11597,168,168
10587,40,40
15511,173,173
7726,65,65
19051,163,163
3967,168,168
2345,40,40
19265,163,163
4826,49,49
4460,194,194
5889,48,48
16132,36,36
16740,65,65
5671,72,72
18917,61,61
18249,47,47
15621,52,52
3823,52,52
12683,175,175
2221,55,55
251,66,66
19814,58,58
19796,56,56
11469,45,45
4864,152,152
5594,169,169
4164,170,170
17827,171,171
8889,162,162
10335,57,57
7888,59,59
2734,63,63
12587,161,161
19308,163,163
3692,61,61
9129,48,48
13243,36,36
2579,35,35
16924,50,50
13315,47,47
14781,172,172
5202,160,160
9900,165,165
16825,159,159
11750,167,167
17847,22,22
13438,181,181
8145,48,48
10289,176,176
1672,51,51
9476,32,32
16473,56,56
7337,172,172
12524,55,55
17679,176,176
6859,53,53
6714,44,44
6183,44,44
17798,153,153
10075,176,176
8601,47,47
3847,63,63
12306,160,160
8349,164,164
15071,39,39
6035,165,165
6372,44,44
6836,160,160
12153,41,41
805,49,49
11910,176,176
15151,164,164
5463,159,159
4909,173,173
13869,61,61
14424,35,35
14382,37,37
5473,176,176
19429,49,49
14752,48,48
17109,162,162
2849,59,59
7531,49,49
16045,57,57
8719,170,170
19099,43,43
12824,170,170
7351,37,37
12164,166,166
384,59,59
18509,35,35
10622,153,153
9479,43,43
14691,50,50
2369,42,42
17202,168,168
6310,35,35
10844,174,174
13090,52,52
14239,49,49
10227,42,42
9245,47,47
15532,157,157
2648,163,163
11114,154,154
2859,55,55
8946,42,42
1479,167,167
11323,182,182
14235,37,37
887,48,48
4463,46,46
16432,39,39
12670,50,50
4703,44,44
5146,35,35
17443,62,62
3907,49,49
9282,176,176
11660,163,163
3680,160,160
1642,63,63
12096,47,47
7882,159,159
151,240,240
19785,35,35
7958,62,62
16258,51,51
10807,65,65
12333,165,165
7472,57,57
11653,55,55
13320,58,58
15378,165,165
1683,158,158
3401,165,165
728,53,53
19260,41,41
11954,38,38
13532,60,60
4555,176,176
15864,30,30
4682,151,151
17651,159,159
5836,166,166
606,49,49
10366,162,162
3844,50,50
10013,45,45
11740,29,29
9646,52,52
3698,50,50
2743,46,46
7184,164,164
3761,165,165
9610,170,170
4253,66,66
13700,163,163
17691,162,162
5926,43,43
6993,52,52
9605,54,54
11266,22,22
14637,58,58
16316,27,27
13239,174,174
11804,36,36
7501,51,51
12462,52,52
605,60,60
10714,176,176
11394,46,46
19152,156,156
16595,61,61
18242,165,165
1293,45,45
5781,47,47
2881,41,41
12958,50,50
12206,158,158
8275,159,159
7985,64,64
15394,166,166
17359,50,50
6034,160,160
4622,162,162
10601,35,35
2085,59,59
4718,42,42
9197,49,49
9390,164,164
10575,52,52
11975,65,65
4090,52,52
1912,56,56
9460,39,39
3987,172,172
18970,57,57
11493,162,162
13405,55,55
15089,36,36
1388,67,67
13298,50,50
3527,40,40
3449,48,48
4680,49,49
14843,165,165
9823,48,48
11654,168,168
6410,41,41
19176,42,42
7375,166,166
6087,49,49
5054,44,44
6260,161,161
5621,57,57
2238,160,160
16793,44,44
64,73,73
1046,167,167
11666,51,51
285,33,33
2200,34,34
1110,63,63
19868,40,40
19490,156,156
18313,57,57
826,165,165
13560,33,33
5583,62,62
19328,29,29
8345,41,41
3582,44,44
18713,151,151
259,60,60
8193,36,36
11792,55,55
4511,172,172
3916,49,49
9776,58,58
13667,1050,1050
1780,173,173
11912,52,52
2444,181,181
2546,58,58
17653,168,168
19845,38,38
19186,167,167
19693,164,164
19214,33,33
11852,45,45
13312,58,58
17816,44,44
18654,40,40
6654,51,51
15397,157,157
245,181,181
11028,40,40
19612,158,158
14506,45,45
13099,55,55
10963,47,47
6016,50,50
14516,50,50
19350,59,59
10607,166,166
2504,155,155
1532,50,50
3405,153,153
16712,137,137
18126,33,33
4302,173,173
2985,48,48
919,165,165
19969,66,66
4168,176,176
3572,54,54
7564,50,50
4589,39,39
12676,52,52
15199,35,35
8657,38,38
12224,153,153
13046,59,59
13704,33,33
11245,36,36
12028,162,162
10319,166,166
17389,33,33
8433,152,152
7818,38,38
19639,47,47
19939,40,40
1686,46,46
5707,157,157
18629,61,61
4329,54,54
6231,46,46
4161,162,162
19486,34,34
11040,65,65
14922,43,43
18824,61,61
3084,47,47
2225,35,35
9216,155,155
3225,52,52
10444,42,42
16044,52,52
16794,49,49
821,155,155
5685,167,167
1646,163,163
9990,54,54
11600,42,42
17668,59,59
931,157,157
5588,160,160
3994,164,164
5386,51,51
6318,51,51
3596,47,47
406,154,154
9707,168,168
3970,35,35
4579,64,64
7583,38,38
2368,47,47
5110,38,38
3143,40,40
9491,180,180
15408,41,41
11736,37,37
5235,48,48
9009,168,168
5727,160,160
16625,52,52
9967,177,177
5372,38,38
757,48,48
11558,63,63
11103,37,37
10022,40,40
7288,38,38
13119,67,67
4452,48,48
13780,174,174
3186,58,58
17425,176,176
12165,16,16
10628,29,29
7860,45,45
10965,58,58
9961,40,40
10470,159,159
2867,50,50
18317,36,36
17921,49,49
12257,55,55
10759,35,35
12428,44,44
16444,153,153
12556,35,35
15438,179,179
8767,45,45
11315,41,41
8107,67,67
12444,159,159
12068,39,39
10475,49,49
4036,164,164
8832,49,49
4106,49,49
6770,166,166
10471,156,156
1904,184,184
7377,36,36
1025,179,179
15348,40,40
19898,42,42
17783,47,47
4636,56,56
14821,52,52
14214,150,150
2790,180,180
15744,180,180
6430,59,59
2307,39,39
16561,47,47
18047,180,180
2825,169,169
6698,167,167
14362,58,58
5824,59,59
10505,168,168
13370,43,43
9595,63,63
8694,158,158
8252,170,170
2422,43,43
12309,71,71
19829,174,174
1219,62,62
4332,40,40
13110,152,152
1999,36,36
18855,53,53
16956,51,51
19433,45,45
16508,51,51
10064,171,171
6181,40,40
12194,44,44
17993,51,51
9574,60,60
1119,41,41
7889,45,45
6607,59,59
10351,45,45
16393,58,58
133,34,34
11458,70,70
11735,69,69
3583,28,28
1109,159,159
972,36,36
10625,163,163
9150,163,163
10154,166,166
2059,168,168
8232,51,51
14253,179,179
10849,155,155
18067,177,177
5654,38,38
548,160,160
19714,40,40
16230,172,172
419,39,39
16553,60,60
4741,177,177
5111,162,162
9893,47,47
17194,51,51
1351,43,43
3849,169,169
2891,40,40
4247,180,180
5844,48,48
5978,159,159
10443,39,39
6897,51,51
10748,172,172
14767,51,51
15934,40,40
12533,46,46
14561,49,49
5634,176,176
11058,55,55
19520,47,47
16249,64,64
530,73,73
2650,30,30
10442,42,42
420,169,169
13093,48,48
1828,164,164
15873,42,42
2176,27,27
5443,60,60
11318,165,165
10434,56,56
11438,55,55
831,48,48
17652,166,166
6135,46,46
7260,171,171
10828,1050,1050
3529,54,54
14537,59,59
12773,41,41
16069,51,51
9814,54,54
17048,56,56
18625,47,47
2548,47,47
5723,45,45
9764,162,162
17641,52,52
14465,46,46
7556,176,176
4760,47,47
15500,45,45
12965,1050,1050
3827,47,47
6296,66,66
1484,37,37
17917,51,51
7,175,175
15357,53,53
16760,55,55
12200,54,54
15310,32,32
5391,176,176
9793,37,37
12812,176,176
32,53,53
16072,159,159
5142,60,60
3075,284,284
18325,173,173
16478,62,62
9208,48,48
2462,177,177
7443,60,60
16559,159,159
13484,165,165
13352,51,51
5740,29,29
13945,170,170
16290,159,159
3139,43,43
7316,44,44
9679,58,58
14720,28,28
17809,61,61
16114,240,240
18958,1050,1050
9582,179,179
648,157,157
8496,52,52
7555,54,54
18708,163,163
1225,75,75
11366,159,159
12109,24,24
117,157,157
15716,47,47
11428,40,40
12501,177,177
19515,47,47
8848,161,161
3384,35,35
63,163,163
6229,165,165
4142,178,178
11284,32,32
13108,52,52
12672,41,41
8247,54,54
9354,43,43
2175,172,172
9315,43,43
12273,44,44
7015,162,162
5717,178,178
5220,170,170
16390,53,53
15493,39,39
10533,27,27
13419,58,58
7043,175,175
12780,69,69
12182,168,168
6042,46,46
9280,158,158
2447,46,46
14722,47,47
4287,52,52
7092,174,174
4392,65,65
3688,159,159
3782,48,48
2692,55,55
4498,71,71
11096,33,33
19971,38,38
15985,39,39
4596,48,48
9629,159,159
15041,42,42
3366,156,156
16260,58,58
11767,47,47
441,37,37
11215,28,28
17808,45,45
15668,64,64
8788,54,54
955,39,39
7330,44,44
11986,44,44
6732,51,51
5005,158,158
4015,51,51
8063,43,43
12208,49,49
12682,41,41
18805,160,160
17940,45,45
14989,44,44
14976,167,167
17821,63,63
9733,168,168
16192,168,168
11185,150,150
6179,43,43
10878,60,60
3103,160,160
15564,52,52
14292,48,48
17240,56,56
19036,39,39
11770,172,172
3050,50,50
13971,41,41
11057,23,23
965,59,59
1108,59,59
834,43,43
9095,42,42
9092,35,35
8779,168,168
10888,59,59
1229,53,53
10880,50,50
5841,161,161
9653,52,52
6168,167,167
16577,42,42
3570,70,70
4657,62,62
9313,43,43
17471,58,58
2861,175,175
11135,53,53
3834,58,58
1116,72,72
12914,40,40
4496,157,157
10961,35,35
18104,64,64
14444,185,185
10385,51,51
14683,48,48
5605,53,53
13716,161,161
8707,35,35
3355,26,26
13031,159,159
8800,49,49
7938,182,182
16960,50,50
12857,45,45
19114,48,48
1050,176,176
5271,47,47
10911,158,158
12098,44,44
144,53,53
617,55,55
5996,53,53
12922,33,33
5596,54,54
1529,52,52
14825,165,165
13909,169,169
18280,50,50
19903,51,51
11479,49,49
16606,174,174
11270,177,177
1875,43,43
9255,58,58
1235,155,155
16908,40,40
7438,44,44
7936,42,42
13536,35,35
11778,35,35
4671,65,65
146,48,48
13471,171,171
16345,42,42
7342,164,164
7046,41,41
10411,44,44
19958,43,43
5975,57,57
7780,52,52
4530,178,178
570,57,57
1041,168,168
14417,68,68
18421,39,39
5384,52,52
11669,45,45
3031,58,58
2150,169,169
12342,169,169
9456,184,184
10459,42,42
8752,160,160
496,173,173
4384,60,60
18510,156,156
5576,62,62
6600,73,73
7457,48,48
1448,158,158
9386,51,51
11392,44,44
7424,36,36
1521,162,162
8469,40,40
11400,59,59
7660,164,164
9661,35,35
12141,28,28
14631,60,60
12205,186,186
9779,58,58
809,165,165
5117,161,161
4355,65,65
5629,64,64
17577,56,56
1066,40,40
18214,42,42
12630,29,29
11226,41,41
7637,59,59
509,166,166
15463,47,47
15807,156,156
16506,54,54
4877,46,46
8473,41,41
9850,65,65
571,49,49
9338,42,42
11695,41,41
7803,172,172
13014,153,153
10818,50,50
7565,51,51
13184,34,34
19122,175,175
5793,165,165
1152,46,46
10425,59,59
7559,46,46
3153,35,35
9221,47,47
19413,42,42
18649,179,179
18364,49,49
13424,33,33
12896,36,36
16685,52,52
8318,160,160
5977,49,49
12932,40,40
16912,46,46
1593,38,38
18834,173,173
7553,48,48
7093,61,61
3626,64,64
138,46,46
4880,58,58
14395,34,34
5270,41,41
12794,49,49
8936,41,41
8425,175,175
6666,55,55
18079,163,163
10242,59,59
17464,177,177
6669,160,160
1554,49,49
1234,49,49
8282,177,177
11859,56,56
7741,49,49
7978,43,43
7178,48,48
7264,154,154
313,39,39
17942,36,36
10600,176,176
1545,55,55
4381,47,47
12366,49,49
5684,52,52
19245,46,46
6885,176,176
10582,44,44
13267,169,169
10644,33,33
14608,167,167
395,28,28
1638,49,49
1815,35,35
1705,36,36
18409,46,46
10099,172,172
15264,158,158
16168,49,49
11919,161,161
6898,173,173
4060,49,49
6391,62,62
16055,171,171
2724,165,165
10867,60,60
8398,48,48
15709,39,39
9043,29,29
4550,172,172
9694,40,40
788,10,10
15804,40,40
6703,164,164
1278,48,48
17339,47,47
15116,54,54
6161,58,58
10637,162,162
18872,41,41
12620,51,51
2329,61,61
4806,58,58
12179,33,33
18410,55,55
12031,172,172
17593,67,67
3887,71,71
851,56,56
13897,43,43
19827,162,162
11219,32,32
17169,45,45
10326,171,171
3927,44,44
956,48,48
15571,58,58
5966,23,23
15868,167,167
17728,158,158
2008,167,167
387,172,172
12731,162,162
14402,65,65
14522,1050,1050
11608,160,160
17012,33,33
16665,158,158
10994,42,42
19556,176,176
18567,44,44
6791,154,154
13702,41,41
8932,62,62
17138,55,55
12512,44,44
18026,37,37
14014,32,32
2850,53,53
19797,54,54
657,162,162
7669,162,162
17564,45,45
10041,42,42
5436,56,56
9374,49,49
14728,51,51
4967,31,31
1592,166,166
19322,63,63
578,37,37
8426,153,153
15423,159,159
4129,42,42
17763,44,44
6415,159,159
16880,59,59
12378,37,37
373,172,172
16090,44,44
9359,159,159
12453,163,163
1422,177,177
12159,160,160
8533,60,60
13644,59,59
8333,163,163
7243,46,46
19914,167,167
2196,61,61
10360,46,46
5295,51,51
9515,56,56
5624,219,219
19075,43,43
14935,41,41
10510,163,163
18097,160,160
11064,54,54
11179,42,42
18845,162,162
1144,162,162
13517,42,42
16482,168,168
12372,164,164
18122,173,173
4323,58,58
15707,44,44
7762,49,49
2311,45,45
3259,48,48
15692,40,40
19870,51,51
14040,177,177
12783,62,62
19652,37,37
17741,49,49
13325,58,58
1195,49,49
6018,61,61
17910,166,166
12948,36,36
1695,32,32
6988,174,174
13450,51,51
1602,151,151
18987,161,161
8073,161,161
7115,57,57
15547,48,48
9368,44,44
4875,169,169
8055,26,26
12270,42,42
14610,46,46
5354,155,155
16871,161,161
10353,64,64
16384,42,42
18255,46,46
863,169,169
2812,161,161
6259,52,52
19194,46,46
6293,49,49
19826,60,60
12281,59,59
6264,161,161
7872,162,162
16612,45,45
7769,50,50
10364,34,34
17892,49,49
8109,177,177
10677,57,57
7944,172,172
15066,162,162
19182,42,42
4362,62,62
14367,43,43
18456,182,182
5618,50,50
14075,62,62
13001,55,55
8834,50,50
7528,55,55
10729,171,171
6043,39,39
3498,45,45
13957,152,152
17908,39,39
13436,60,60
18998,168,168
5057,62,62
10171,161,161
12225,54,54
173,174,174
6283,158,158
12060,60,60
3705,174,174
19593,48,48
17377,56,56
7058,62,62
541,35,35
2037,54,54
6926,162,162
19502,167,167
16698,51,51
14484,157,157
594,152,152
2183,44,44
14065,170,170
14318,37,37
5218,44,44
7626,49,49
3671,169,169
5283,43,43
9287,61,61
7135,60,60
14525,179,179
12184,45,45
16934,160,160
9957,160,160
16819,41,41
17057,44,44
635,33,33
14875,43,43
8122,59,59
8071,156,156
11034,178,178
12323,40,40
5246,37,37
18189,170,170
18507,47,47
11861,57,57
16644,37,37
16317,49,49
18499,167,167
195,50,50
14747,166,166
8819,159,159
14300,31,31
14114,174,174
16524,57,57
11346,63,63
16986,54,54
18145,60,60
12271,149,149
18403,48,48
8334,37,37
13035,45,45
5064,178,178
19317,65,65
8786,54,54
16814,175,175
17433,171,171
15351,172,172
5131,59,59
4272,160,160
3579,47,47
1678,43,43
2090,58,58
7323,158,158
5378,40,40
1654,44,44
8623,44,44
10190,173,173
12970,157,157
19650,43,43
6085,49,49
12941,172,172
11457,55,55
2234,48,48
16538,49,49
4737,174,174
12968,162,162
427,42,42
17591,56,56
15593,58,58
6050,52,52
11640,56,56
16460,158,158
2738,61,61
2901,159,159
16450,156,156
8690,156,156
9306,156,156
14227,49,49
12607,46,46
18880,169,169
4233,164,164
12085,55,55
8400,53,53
5610,169,169
18637,42,42
19097,49,49
13389,166,166
6206,166,166
14723,65,65
9301,47,47
4553,59,59
3184,168,168
6860,36,36
17481,164,164
12876,48,48
12698,150,150
10711,162,162
2926,45,45
9722,41,41
10456,60,60
5846,42,42
5683,59,59
6547,61,61
11498,49,49
16480,63,63
10731,49,49
13314,171,171
11254,56,56
4699,47,47
12558,47,47
2541,158,158
8179,47,47
14766,154,154
724,159,159
14176,39,39
8290,60,60
12601,168,168
7410,48,48
11538,47,47
51,27,27
8866,172,172
14591,182,182
10170,42,42
12593,52,52
11484,55,55
17975,65,65
9234,159,159
15161,164,164
12716,158,158
1779,50,50
14840,58,58
18775,166,166
7236,50,50
6461,45,45
4628,46,46
3830,49,49
16429,41,41
1917,38,38
10240,156,156
5020,47,47
16928,48,48
14883,54,54
13406,45,45
6065,160,160
1581,51,51
1936,45,45
11827,42,42
2889,42,42
8846,181,181
8069,39,39
7209,163,163
4227,47,47
3616,55,55
13753,54,54
8550,60,60
18817,41,41
17628,34,34
8562,155,155
15261,36,36
2010,155,155
19381,48,48
6202,44,44
10205,42,42
14378,47,47
13730,41,41
14324,164,164
2960,45,45
9349,154,154
3610,159,159
4540,176,176
3121,165,165
14613,164,164
11505,45,45
18144,49,49
7634,46,46
13963,155,155
1145,63,63
8798,47,47
7943,38,38
16067,44,44
14159,169,169
13567,179,179
10020,162,162
10580,174,174
7018,46,46
13812,38,38
5070,55,55
12308,48,48
5407,167,167
1418,59,59
15442,158,158
16350,174,174
761,57,57
474,52,52
19611,148,148
6139,173,173
4011,60,60
3846,45,45
16115,173,173
1018,39,39
18611,58,58
16815,66,66
1790,168,168
3167,44,44
1165,43,43
12259,155,155
140,44,44
9205,156,156
3234,50,50
9407,160,160
7028,46,46
4776,34,34
7927,168,168
16212,152,152
13507,42,42
14973,147,147
893,62,62
19390,68,68
13731,36,36
15892,56,56
12146,40,40
1270,173,173
13662,43,43
15682,45,45
16139,150,150
19334,168,168
3763,31,31
6796,45,45
7708,52,52
15080,66,66
14100,162,162
12559,162,162
3000,45,45
5017,150,150
19664,155,155
17112,47,47
19326,65,65
303,58,58
17817,165,165
16943,157,157
18940,31,31
10150,50,50
15003,53,53
8794,42,42
17580,44,44
19238,159,159
14798,31,31
1724,41,41
15159,156,156
2651,114,114
14581,49,49
12111,51,51
16208,43,43
13476,162,162
2539,165,165
5335,54,54
11879,49,49
6648,156,156
19048,57,57
8744,48,48
19252,30,30
9137,49,49
16183,54,54
12439,39,39
9266,60,60
14061,44,44
19002,65,65
17731,160,160
3694,60,60
4246,47,47
14192,51,51
13042,40,40
16213,178,178
11789,37,37
15201,47,47
5428,48,48
16396,166,166
2759,170,170
17535,36,36
19607,47,47
10452,127,127
17777,165,165
12156,165,165
15178,30,30
11176,160,160
1701,48,48
3884,59,59
2912,52,52
14938,182,182
14076,41,41
5761,148,148
18243,56,56
5756,65,65
8924,58,58
15115,53,53
15701,166,166
7794,38,38
14198,172,172
1013,59,59
4827,162,162
13015,32,32
19697,150,150
19310,180,180
12003,64,64
6891,174,174
14206,54,54
2143,160,160
14291,49,49
18267,46,46
17211,166,166
13719,172,172
4651,165,165
17191,59,59
18626,63,63
18631,59,59
8911,57,57
7003,43,43
14152,154,154
9292,53,53
593,49,49
12100,175,175
15795,39,39
14741,47,47
5081,57,57
12768,174,174
17024,61,61
18633,63,63
14156,44,44
13636,44,44
1782,43,43
4977,162,162
7150,50,50
3740,161,161
1504,51,51
11123,41,41
9141,42,42
68,54,54
6294,47,47
17145,158,158
14333,45,45
1942,166,166
8187,43,43
5149,70,70
12198,163,163
6597,53,53
16162,46,46
5682,42,42
15354,157,157
12346,155,155
14596,157,157
16073,42,42
10838,168,168
2806,183,183
15711,159,159
9968,49,49
13068,159,159
19633,53,53
13037,43,43
9766,48,48
11711,66,66
18211,54,54
5663,44,44
18296,40,40
4869,40,40
3014,37,37
8237,169,169
14434,58,58
2332,68,68
18115,54,54
12893,66,66
5024,45,45
13024,45,45
11775,160,160
19961,64,64
12015,35,35
17368,169,169
16490,41,41
2168,178,178
163,43,43
11724,165,165
19824,43,43
